晋唐叔虞者， 周武王子而成王弟。	Đường thúc Ngu nước Tấn là con của Chu Vũ vương, em Thành vương.
赵衰曰：“土者，有土也，君其拜受 之。”至齐，齐桓公厚礼，而以宗女妻之，有马二十乘，重耳安之。	Triệu Thôi nói: “Cho đất là có đất vậy, ngài hãy vái mà nhận lấy.” [Trùng Nhĩ] đến nước Tề, Tề Hoàn công dùng hậu lễ khoản đãi, rồi đem con gái trong tông tộc gả cho, tặng hai mươi cỗ binh xa, mỗi cỗ bốn ngựa, Trùng Nhĩ sống yên ổn tại đó.
重 耳至齐二岁而桓公卒，会竖刀等为内乱，齐孝公之立，诸侯兵数至。	Trùng Nhĩ đến nước Tề được hai năm thì Hoàn công chết, gặp lúc bọn Thụ Đao gây nội loạn, Tề Hiếu công lên ngôi, quân chư hầu nhiều lần kéo đến.
留齐凡五岁。	[Trùng Nhĩ] ở lại nước Tề cả thảy năm năm.
重耳爱齐女，毋去心。	Trùng Nhĩ yêu người vợ nước Tề, không có ý muốn rời đi.
赵衰、咎犯乃於桑下谋行。	Triệu Thôi, Cữu Phạm bèn bàn mưu về việc rời khỏi nước Tề dưới gốc cây dâu.
齐女 侍者在桑上闻之，以告其主。	Hầu gái của người vợ nước Tề ở trên cây dâu nghe được, đem việc đó báo với chủ.
其主乃杀侍者， 劝重耳趣行。	Chủ nhân bèn giết hầu gái, rồi khuyên Trùng Nhĩ mau lên đường.
重耳曰：“人生安乐，孰知其他！	Trùng Nhĩ nói: “Người ta sống trên đời chỉ mong được an lạc, đâu cần biết việc gì khác!
必死於此，不能 去。”齐女曰：“子一国公子，穷而来此，数士者以子为命。	[Ta] quyết chết ở đây, chẳng đi đâu nữa.” Người vợ nước Tề nói: “Chàng là công tử của một nước, cùng quẫn mới đến đây, các hiền sĩ đi theo đều coi chàng như số mệnh của họ.
子不疾 反国，报劳臣，而怀女德，窃为子羞之。	Chàng không mau về nước, báo đáp công lao khó nhọc của bề tôi, ngược lại còn lưu luyến nữ sắc, thiếp trộm hổ thẹn thay cho chàng.
且不求，何时得功？”乃与 赵衰等谋，醉重耳，载以行。	Vả lại không cầu thì biết đến bao giờ mới thành công?” [Người vợ nước Tề của Trùng Nhĩ] bèn bàn mưu cùng bọn Triệu Thôi, chuốc Trùng Nhĩ say, cho lên xe rồi chở đi.
行远而觉，重耳大怒，引戈欲杀咎犯。	Xe đã đi xa Trùng Nhĩ mới tỉnh, cả giận, rút qua định giết Cữu Phạm.
咎犯曰：“杀臣成子，偃之原也。”重耳曰：“事不成，我食舅氏之 肉。”咎犯曰：“事不成，犯肉腥臊，何足食！”乃止，遂行。	Cữu Phạm nói: “Giết thần mà thành toàn cho ngài, Yển xin nguyện chết.” Trùng Nhĩ nói: “Việc không thành, ta sẽ ăn thịt cậu.” Cữu Phạm nói: “Việc không thành, thịt Phạm tanh tưởi, ăn thế nào được?” Bèn thôi, rồi lên đường.
过曹，曹共公不礼，欲观重耳骈胁。	[Trùng Nhĩ qua nước Tào, Tào Cung công vô lễ, muốn xem xương sườn nối liền của Trùng Nhĩ.
曹大夫釐负羁曰：“晋公子 贤，又同姓，穷来过我，柰何不礼！”共公不从其谋。	Đại phu của nước Tào là Hy Phụ Ky nói: “Tấn công tử là người hiền, lại cùng họ, cùng khốn mới qua nước ta, sao có thể vô lễ được!” Cung công không chịu nghe theo.
负羁乃私遗重 耳食，置璧其下。	Phụ Ky bèn ngầm tặng đồ ăn cho Trùng Nhĩ, giấu ngọc bích phía dưới.
重耳受其食，还其璧。	Trùng Nhĩ nhận đồ ăn, nhưng trả lại ngọc bích.
去，过宋。	[Trùng Nhĩ] bỏ đi, qua nước Tống.
宋襄公新困兵於楚，伤於泓，闻重耳贤，乃以国礼礼 於重耳。	Tống Tương công mới bị quân Sở làm cho khốn đốn, bị thương ở bên sông Hoằng, nghe nói Trùng Nhĩ hiền năng, bèn dùng quốc lễ tiếp đãi Trùng Nhĩ.
过郑，郑文公弗礼。	Quan Tư mã nước Tống là Công Tôn Cố vốn thân thiết với Cữu Phạm, nói: “Tống là nước nhỏ mới bị nước Sở làm cho khốn đốn, không đủ để giúp các vị về nước, hãy sang nước lớn.” [Trùng Nhĩ] bèn đi. Qua nước Trịnh, Trịnh Văn công không dùng lễ tiếp đãi.
郑叔瞻谏其君曰：“晋公子贤，而其从者皆 国相，且又同姓。	Trịnh Thúc Chiêm can vua mình rằng: “Tấn công tử là người hiền, còn những người đi theo đều có tài Tướng quốc, hơn nữa lại cùng họ.
郑之出自厉王，而晋之出自武王。”郑君曰：“诸 侯亡公子过此者众，安可尽礼！”叔瞻曰：“君不礼，不如杀之，且 後为国患。”郑君不听。	Gốc gác của nước Trịnh vốn từ Chu Lệ vương, còn gốc gác của nước Tấn vốn từ Chu Vũ vương.” Trịnh quân nói: “công tử của chư hầu lưu vong qua đây rất đông, sao có thể tận lễ hết được!” Thúc Chiêm nói: “Nhà vua không dùng lễ tiếp đãi, chẳng bằng hãy giết đi, nếu không sau sẽ thành mối họa cho đất nước.” Trịnh quân không nghe.
重耳去之楚，楚成王以適诸侯礼待之，重耳谢不敢 当。	Trùng Nhĩ rời nước Trịnh sang nước Sở, Sở Thành vương dùng lễ ngang với chư hầu để khoản đãi, Trùng Nhĩ tạ từ không dám nhận.
赵衰曰：“子亡在外十馀年，小国轻子，况大国乎？	Triệu Thôi nói: “Ngài lưu vong bên ngoài hơn chục năm, nước nhỏ khinh ngài, huống chi nước lớn?
今楚大国而 固遇子，子其毋让，此天开子也。”遂以客礼见之。	Nay Sở là nước lớn mà vẫn [dùng lễ chư hầu] tiếp đãi ngài, ngài không nên khiêm nhượng, đó là trời khai mở cho ngài vậy.” [Trùng Nhĩ] bèn dùng lễ của khách để hội kiến Thành vương.
成王厚遇重耳， 重耳甚卑。	Thành vương hậu đãi Trùng Nhĩ, Trùng Nhĩ hết mực khiêm cung.
成王曰：“子即反国，何以报寡人？”重耳曰：“羽毛齿 角玉帛，君王所馀，未知所以报。”王曰：“虽然，何以报不 穀？”重耳曰：“即不得已，与君王以兵车会平原广泽，请辟王三 舍。”	Thành vương hỏi: “Nếu ngài về nước, sẽ lấy gì để báo đáp quả nhân?” Trùng Nhĩ đáp: “Lông vũ, lông mao, răng, sừng, ngọc, lụa trắng, quân vương có dư rồi, chưa biết lấy gì báo đáp.” Thành vương hỏi: “Dù như thế, nhưng rốt cuộc ngài lấy gì báo đáp quả nhân đây?” Trùng Nhĩ đáp: “Nếu bất đắc dĩ gặp binh xa của quân vương ở bình nguyên, chằm lớn, xin tránh nhường ngài ba xá.” Tướng nước Sở là Tử Ngọc tức giận nói: “Quân vương đãi ngộ Tấn công tử rất trọng hậu, nay Trùng Nhĩ nói lời không cung thuận, xin hãy giết đi.” Thành vương nói: “Tấn công tử là người hiền, lại khốn quẫn ở ngoài lâu ngày, người đi theo đều là hiền tài của quốc gia, đó là trời an bài, sao có thể giết được?
楚将 子玉怒曰：“王遇晋公子至厚，今重耳言不孙，请杀之。”成王 曰：“晋公子贤而困於外久，从者皆国器，此天所置，庸可杀乎？且 言何以易之！”居 楚数月，而晋太子圉亡秦，秦怨之；闻重耳在楚，乃召之。	Vả lại [trước mặt ta] người ta không thể nói một cách khinh suất!” [Trùng Nhĩ] ở nước Sở được mấy tháng, thì Thái tử Ngữ nước Tấn trốn khỏi nước Tần, nước Tần oán trách Ngữ; nghe nói Trùng Nhĩ ở nước Sở, bèn triệu mời Trùng Nhĩ.
成王 曰：“楚远，更数国乃至晋。	Thành vương nói: “Nước Sở ở xa, lại qua mấy nước mới đến nước Tấn.
秦晋接境，秦君贤，子其勉行！”厚送 重耳。	Nước Tần và nước Tấn giáp biên, Tần quân là người hiền năng, ngài hãy gắng lên đường!” Rồi dùng hậu lễ tống tiễn Trùng Nhĩ.
重耳至秦，缪公以宗女五人妻重耳，故子圉妻与往。	Trùng Nhĩ đến nước Tần, Mục Công đem năm người con gái trong tông tộc gả cho Trùng Nhĩ, vợ cũ của Tử Ngữ cũng theo.
重耳不欲 受，司空季子曰：“其国且伐，况其故 妻乎！	Trùng Nhĩ không muốn nhận, Tư không Quý tử nói: “Nước của y còn đánh, huống chi là vợ cũ!
且受以结秦亲而求入，子乃拘小礼，忘大丑乎！”遂受。	Hãy nhận để kết thân với nước Tần rồi xin nước Tần đưa về nước, ngài câu nệ chút lễ mọn mà quên nỗi nhục lớn chăng!” [Trùng Nhĩ] bèn nhận.
缪公 大欢，与重耳饮。	Mục Công cả mừng, cùng Trùng Nhĩ uống rượu.
赵衰歌黍苗诗。	Triệu Thôi hát bài thơ “Thử miêu”.
缪公曰：“知子欲急反国矣。”赵衰与重耳下，再拜 曰：“孤臣之仰君，如百穀之望时雨。”是时晋惠公十四年秋。	Mục công nói: “Biết ngài nóng lòng muốn về nước rồi.” Triệu Thôi và Trùng Nhĩ xuống chỗ ngồi, vái hai vái nói: “Bề tôi côi cút ngóng vua, như bách cốc trông mưa vậy.” Bấy giờ là mùa thu năm Tấn Huệ công thứ mười bốn.
惠公 以九月卒，子圉立。	Huệ công chết vào tháng Chín, Tử Ngữ lên thay.
十一月，葬惠公。	Tháng Mười một, an táng Huệ công.
十二月，晋国大夫栾、郤等闻 重耳在秦，皆阴来劝重耳、赵衰等反国，为内应甚众。	Tháng Mười hai, đại phu nước Tấn là bọn Loan Chi, Khích Cốc nghe tin Trùng Nhĩ đang ở nước Tần, đều ngầm đến khuyên Trùng Nhĩ, Triệu Thôi về nước, người làm nội ứng rất đông.
於是秦缪公乃 发兵与重耳归晋。	Thế là Tần Mục công bèn phát binh hộ tống Trùng Nhĩ về nước Tấn.
晋闻秦兵来，亦发兵拒之。	Nước Tấn nghe tin quân Tần kéo đến, cũng phát binh chống cự.
然皆阴知公子重耳入 也。	Nhưng đều ngầm biết công tử Trùng Nhĩ trở về.
唯惠公之故贵臣吕、郤之属不欲立重耳。	Chỉ có đám đại thần hiển quý trước đây của Huệ công là bọn Lã [Sảnh] và Khích [Nhuế] là không muốn lập Trùng Nhĩ.
重 耳出亡凡十九岁而得入，时年六十二矣，晋人多附焉。	Trùng Nhĩ lưu vong ở ngoài cả thảy mười chín năm mới được trở về, bấy giờ đã sáu mươi hai tuổi, người Tấn phần nhiều quy phụ theo.
文公元年春，秦送重耳至河。	Mùa xuân, Văn công năm thứ nhất, nước Tần đưa Trùng Nhĩ đến sông Hoàng Hà.
咎犯曰：“臣从君周旋天下，过亦 多矣。	Cữu Phạm nói: “Thần theo nhà vua đi khắp thiên hạ, lỗi lầm cũng nhiều.
臣犹知之，况於君乎？	Thần còn biết thế, huống nữa là ngài?
请从此去矣。”重耳曰：“若反国，所 不与子犯共者，河伯视之！”乃投璧河中，以与子犯 盟。	Xin ra đi từ đây.” Trùng Nhĩ nói: “Nếu về nước mà không về cùng Tử Phạm, xin Hà Bá hãy xem đây!” Bèn ném ngọc bích xuống sông Hoàng Hà để thề với Tử Phạm.
是时介子推从，在船中，乃笑曰：“天实开公子，而子犯以为己 功而要市於君，固足羞也。	Bấy giờ Giới Tử Thôi đi theo, đang ở trên thuyền, mới cười nói rằng: “Trời thực đã khai mở cho công tử, còn Tử Phạm lại cho đó là công của mình để rồi ngã giá với người, thật hổ thẹn.
吾不忍与同位。”乃自隐渡河。	Tôi không muốn cùng vị trí với ông ta.” Bèn ngầm tự qua sông Hoàng Hà.
秦兵围令 狐，晋军于庐柳。	Quân Tần bao vây Lệnh Hồ, quân Tấn đóng ở Lư Liễu.
二月辛丑，咎犯与 秦晋大夫盟于郇。	Ngày Tân Sửu tháng Hai, Cữu Phạm cùng các đại phu nước Tần và nước Tấn hội minh ở đất Tuân.
壬寅，重耳入于晋师。	Ngày Nhâm Dần, Trùng Nhĩ vào quân doanh nước Tấn.
丙午，入于曲沃。	Ngày Bính Ngọ, [Trùng Nhĩ] vào Khúc Ốc.
丁未，朝 于武宫，即位为晋君，是为文公。	Ngày Đinh Mùi, triều bái ở Vũ cung, lên ngôi làm Tấn quân, đó là Văn công.
群臣皆往。	Quần thần đều đến.
怀公圉奔高梁。	Hoài công Ngữ chạy đến Cao Lương.
戊申，使人杀怀公。	Ngày Mậu Thân, [Văn công] sai người giết Hoài công.
怀公故大臣吕省、郤芮本不附文公，文公立，恐诛，乃欲与其徒 谋烧公宫，杀文公。	Các đại thần cũ của Hoài công là Lã Sảnh, Khích Nhuế vốn không quy phụ Văn công, [đến khi] Văn công lên ngôi, sợ bị giết, bèn muốn cùng đồ đảng bàn mưu đốt cung của Văn công, giết chết Văn công.
文公不知。	Văn công không biết [âm mưu của họ].
始尝欲杀文公宦者履鞮知其谋，欲以 告文公，解前罪，求见文公。	Viên hoạn quan trước đây từng muốn giết Văn công là Lý Đề biết được âm mưu đó, muốn báo cho Văn công để xóa tội trước đây, liền cầu kiến Văn công.
文公不见，使人让曰：“蒲城之事，女 斩予袪。	Văn công không gặp, sai người trách rằng: “Việc ở Bồ Thành, người chém đứt tay áo ta.
其後我从狄君猎，女为惠公来求杀我。	Về sau, ta cùng Địch quân đi săn, ngươi vì Huệ công đến thỉnh cầu [Địch quân] giết ta.
惠公与女期三日至， 而女一日至，何速也？	Huệ công hạn cho ngươi ba ngày phải đến, thế mà người một ngày đã đến, sao mà nhanh thế?
女其念之。”宦者曰：“臣刀锯之馀，不敢以 二心事君倍主，故得罪於君。	Ngươi nhớ những việc đó chứ.” Viên hoạn quan nói: “Thần là kẻ từng bị dao cưa, không dám hai lòng thờ vua mà phản chúa, cho nên đắc tội với nhà vua.
君已反国，其毋蒲、翟乎？	Nay quân vương đã về nước, xin đừng nhắc lại chuyện đất Bồ đất Địch nữa!
且管仲射 钩，桓公以霸。	Huống nữa Quản Trọng bắn trúng khóa thắt lưng của Hoàn công, Hoàn công nhờ ông ta mà xưng bá.
今刑馀之人以事告而君不见，祸又且及矣。”於是见 之，遂以吕、郤等告文公。	Nay kẻ từng bị cung hình này vì có việc đến bẩm cáo mà nhà vua không gặp, họa sắp tới nơi rồi.” Thế là [Văn công] triệu kiến, [Lý Đề] bèn đem âm mưu của bọn Lã Sảnh, Khích Nhuế báo với Văn công.
文公欲召吕、郤，吕、郤等党多，文公恐 初入国，国人卖己，乃为微行，会秦缪公於王城， 国人莫知。	Văn công định triệu Lã Sảnh, Khích Nhuế, song bọn Lã, Khích nhiều đồng đảng, Văn công e sợ mình mới về nước, người trong nước bán đứng mình, bèn lẳng lặng vi hành, hội kiến Tần Mục Công ở Vương Thành, người trong nước không ai hay biết việc đó.
三月己丑，吕、郤等果 反，焚公宫，不得文公。	Ngày Kỷ Sửu tháng Ba, quả nhiên bọn Lã Sảnh, Khích Nhuế làm phản, đốt cung vua nhưng không bắt được Văn công.
文公之卫徒与战，吕、郤等引兵欲奔，秦缪 公诱吕、郤等，杀之河上，晋国复而文公得归。	Quân hộ vệ của Văn công giao chiến với bọn Lã, Khích, Lã Sảnh và Khích Nhuế dẫn quân định chạy, Tần Mục công dụ bọn Lã, Khích [sang nước Tần], rồi giết ngay bên sông Hoàng Hà, nước Tấn trở lại yên ổn, Văn công được trở về.
夏，迎夫人於秦，秦 所与文公妻者卒为夫人。	Mùa hạ, [Văn công] đón phu nhân ở nước Tần, người con gái được nước Tần gả cho Văn công cuối cùng được làm phu nhân.
秦送三千人为卫，以备晋乱。	Nước Tần đưa ba nghìn người đến làm hộ vệ, để phòng bị họa loạn ở nước Tấn.
文公修政，施惠百姓。	Văn công sửa sang chính lệnh, thi ơn trăm họ.
赏从亡者及功臣，大者封邑，小者尊爵。	Ban thưởng cho người theo mình lưu vong và bề tôi có công, người có công lớn thì được phong ấp, người có công nhỏ thì được ban tước tôn quý.
未尽行赏，周襄王以弟带难出居郑地，来告急晋。	[Văn công còn] chưa ban thưởng được khắp lượt, Chu Tương vương do có người em là Đái gây họa nên phải chạy ra ở đất Trịnh, [Tương vương] cho người đến cấp báo với nước Tấn.
晋初定，欲发兵， 恐他乱起，是以赏从亡未至隐者介子推。	Nước Tấn mới yên định, cũng muốn phát binh, nhưng sợ sinh loạn khác, cho nên chưa ban thưởng đến người đã theo Văn công lưu vong rồi ẩn cư là Giới Tử Thôi.
推亦不言禄，禄亦不及。	Thôi cũng không nói đến bổng lộc, bổng lộc cũng chưa ban đến Thôi.
推 曰：“献公子九人，唯君在矣。	Thôi nói: “Hiến công có chín người con, chỉ còn nhà vua mà thôi.
惠、怀无亲，外内弃之；天未绝晋， 必将有主，主晋祀者，非君而谁？	Huệ công, Hoài công không có ai thân, trong ngoài đều bỏ họ; trời chưa tuyệt diệt nước Tấn, ắt sẽ có người làm chủ, người chủ việc tế tự nước Tấn, không phải nhà vua thì còn ai nữa?
天实开之，二三子以为己力，不亦 诬乎？	Trời thực đã khai mở cho nhà vua, mấy người kia cho là công sức của mình, chẳng phải là xằng bậy ư?
窃人之财，犹曰是盗，况贪天之功以为己力乎？	Đánh cắp của cải của người gọi là ăn trộm, huống hồ là tham công của trời cho là sức của mình?
下冒其罪，上 赏其奸，上下相蒙，难与处矣！”其母 曰：“盍亦求之，以死谁懟？”推曰：“尤而效之，罪有甚焉。	Kẻ dưới có tội mạo nhận công lao, người trên ban thưởng theo sự gian trá của họ, trên dưới dối nhau, khó cùng sống chung!” Mẹ Thôi nói: “Sao không cầu xin ban thưởng, đến chết thế này còn oán ai nữa?” Thôi đáp: “Biết là lầm lỗi mà còn bắt chước, tội càng thêm nặng.
且出 怨言，不食其禄。”母曰：“亦使知之，若何？”对曰：“言，身之 文也；身欲隐，安用文之？	Vả lại nói ra lời oán trách, thì không ăn lộc của người nữa.” Người mẹ nói: “Cũng nên để vua biết việc, con thấy sao?” Đáp rằng: “Lời nói là văn sức của bản thân; thân muốn ẩn, còn dùng văn sức làm gì?
文之，是求显也。”其母曰：“能如此 乎？	Văn sức bản thân, đó là mong hiển đạt vậy.” Người mẹ nói: “Liệu con có làm được như thế chăng?
与女偕隐。”至死不复见。	Mẹ sẽ cùng con ẩn cư.” [Thế rồi hai mẹ con Giới Tử Thôi đi ẩn cư], đến chết không xuất hiện nữa.
介子推从者怜之，乃悬书宫门曰：“龙欲上天，五蛇为辅。	Người tùy tùng cùng Giới Tử Thôi thương xót, bèn viết thư treo ở cổng cung, rằng: “Rồng muốn bay lên trời, cần năm rắn phụ giúp.
龙已升云，四蛇各入其宇，一蛇独怨，终 不见处所。”文公出，见其书，曰：“此介子推也。	Rồng đã lên mây, bốn rắn thảy đều được vào chỗ của nó, còn một con ai oán, rốt cuộc không biết ở đâu.” Văn công ra ngoài, thấy bức thư đó, nói: “Đây là nói Giới Tử Thôi vậy.
吾方忧王室，未 图其功。”使人召之，则亡。	Ta đang lo lắng việc của vương thất, chưa xét đến công lao của ông ta.” [Văn công] sai người triệu [Thôi] đến thì đã trốn rồi.
遂求所在，闻其入釂上山中， 於是文公环绵 上山中而封之，以为介推田，号曰介 山，“以记吾过，且旌善人”。	Bèn cầu tìm xem ở đâu, nghe nói [Thôi] đã vào trong núi Miên Thượng, thế là Văn công đem vùng đất quanh núi Miên Thượng phong cho Giới Tử Thôi, lấy đó làm đất của Giới Thôi, gọi là Giới Sơn, “để ghi nhớ lỗi lầm của ta, cũng là nhằm biểu dương người thiện”.
从亡贱臣壶叔曰；“君三行赏，赏不及臣，敢请罪。”文公报 曰：“夫导我以仁义，防我以德惠，此受上赏。	Bề tôi hèn mọn theo [Văn công] lưu vong là Hồ Thúc nói: “Nhà vua ba lần ban thưởng, đều không thưởng đến thần, dám xin thỉnh tội.” Văn công đáp rằng: “Xét lẽ, dùng nhân nghĩa dẫn dắt ta, dùng đức huệ làm khuôn phép cho ta, người như thế được nhận thưởng hạng nhất.
辅我以行，卒以成 立，此受次赏。	Dùng hành động phụ giúp ta, cuối cùng khiến ta thành tựu, người như thế được nhận thưởng hạng nhì.
矢石之难，汗马之劳，此复受次赏。	Xông pha trong cảnh mũi tên hòn đạn, có công hãn mã, người như thế nhận thưởng hạng ba.
若以力事我而无 补吾缺者，此复受次赏。	Ngươi dùng sức phụng sự ta mà không bổ khuyết chỗ thiếu sót của ta, như thế được nhận thưởng hạng tư.
三赏之後，故且及子。”晋人闻之，皆说。	Sau khi thưởng ba hạng trước, mới thưởng đến ngươi.” Người Tấn nghe vậy đều vui mừng.
二年春，秦军河上，将入王。	Mùa xuân năm thứ hai, quân Tần đóng ở vùng đất phía trên sông Hoàng Hà, chuẩn bị đưa Chu vương về nước.
赵衰曰；“求霸莫如 入王尊周。	Triệu Thôi nói rằng: “Muốn xưng bá không gì hơn việc đưa Chu vương về, tôn sùng nhà Chu.
周晋同姓，晋不先入王，後秦入之，毋以令于天下。	Nhà Chu và nước Tấn cùng họ, trước đó nước Tấn không đưa Chu vương, sau lại để nước Tần đưa về, thì không lấy gì để hiệu lệnh thiên hạ.
方今 尊王，晋之资也。”三月甲辰，晋乃发兵至阳樊， 围温，入襄王于周。	Nay tôn phụng Chu vương, đó là vốn liếng của nước Tấn vậy.” Ngày Giáp Thìn tháng Ba, nước Tấn bèn phát binh đến Dương Phàn, bao vây đất Ôn, đưa Tương vương về Chu.
四月，杀王弟带。	Tháng Tư, giết em của Chu Tương vương là Đái.
周襄王赐晋河内阳樊之地。	Chu Tương vương tặng đất Hà Nhuế và Dương Phàn cho nước Tấn.
四年，楚成王及诸侯围宋，宋公孙固如晋告急。先轸曰：“报施 定霸，於今在矣。”狐偃曰：“楚新 得曹而初婚於卫，若伐曹、卫，楚必救之，则宋免矣。”於是晋作三 军。	Năm thứ tư, Sở Thành vương cùng chư hầu bao vây nước Tống, Công Tôn Cố nước Tống sang nước Tấn cấp báo, Tiên Chẩn nói: “Báo ơn, định ngôi bá chủ chính ở lúc này vậy.” Hồ Yển nói: “Nước Sở mới chiếm được nước Tào, lại mới thông hôn với nước Vệ, nếu thảo phạt nước Tào và nước Vệ, nước Sở ắt cứu viện, thì nước Tống sẽ tránh bị bao vây.” Thế là nước Tấn lập ra ba quân.
赵衰举郤縠将中军，郤 臻佐之；使狐偃将上军，狐毛佐之，命赵衰为卿；栾枝将下军， 先轸佐之；荀林父御戎，魏焠为右： 往伐。	Triệu Thôi tiến cử Khích Cốc nắm trung quân, Khích Trăn làm phụ tá; sai Hồ Yển chỉ huy thượng quân, Hồ Mao làm phụ tá, mệnh cho Triệu Thôi làm chức khanh; Loan Chi chỉ huy hạ quân, Tiên Chẩn làm phụ tá; Tuân Lâm Phủ điều khiển chiến xa [cho Văn công], Ngụy Xu làm hộ vệ bên phải, tiến quân đi thảo phạt.
冬十二月，晋兵先下山东，而以原封赵 衰。	Tháng Mười hai, mùa đông, quân Tấn trước tiên đánh hạ Sơn Đông, rồi đem ấp Nguyên phong cho Triệu Thôi.
五年春，晋文公欲伐曹，假道於卫，卫人弗许。	Mùa xuân năm thứ năm, Tấn Văn công muốn thảo phạt nước Tào, mượn đường của nước Vệ, người Việt không cho.
还自河南度，侵 曹，伐卫。	Đành phải kéo quân vòng xuống phía nam rồi vượt sông Hoàng Hà, xâm chiếm nước Tào, thảo phạt nước Vệ.
正月，取五鹿。	Tháng Giêng, chiếm Ngũ Lộc.
二月，晋侯、齐侯盟于敛盂。”	Tháng Hai, Tấn hầu và Tề hầu hội minh ở Liễm Vu.
卫侯请盟晋，晋人不许。	Vệ hầu đề nghị kết minh với nước Tấn, người Tấn không đồng ý.
卫侯欲与楚，国人不欲，故 出其君以说晋。	Vệ hầu muốn kết minh với nước Sở, người trong nước không muốn, cho nên người nước Vệ trục xuất vua nước mình để làm vui lòng nước Tấn.
卫侯居襄牛，公子买守卫。	Vệ hầu ở Tương Ngưu, công tử Mãi phòng giữ nước Vệ.
楚救卫，不卒。	Nước Sở cứu nước Vệ, không thành công.
晋侯围曹。	Tấn hầu bao vây nước Tào.
三月丙午， 晋师入曹，数之以其不用釐负羁言，而用美女乘轩者三百人也。	Ngày Bính Ngọ tháng Ba, quân Tấn tấn công vào [đô ấp] nước Tào, kể tội Tào hầu vì không nghe lời của Hy Phụ Ky, lại cho đến ba trăm mỹ nữ ngồi xe có rèm che [dành cho đại phu].
令军 毋入僖负羁宗家以报德。	[Tấn hầu] lệnh cho quân binh không được vào chỗ tông tộc Hy Phụ Ky để báo đền ơn đức.
楚围宋，宋复告急晋。	Nước Sở bao vây nước Tống, nước Tống lại cấp báo với nước Tấn.
文公欲救则攻楚，为 楚尝有德，不欲伐也；欲释宋，宋又尝有德於晋：患之。	Văn công muốn cứu viện thì phải đánh nước Sở, nhưng vì nước Sở từng có ơn đức, [nên Văn công] không muốn đánh; muốn giải vây cho nước Tống, do nước Tống lại cũng từng có ơn đức với nước Tấn, vì thế Văn công lo nghĩ.
先轸曰：“执曹伯，分曹、卫地以与宋，楚急曹、卫，其势宜 释宋。”於是文公从之，而楚成王乃引兵归。	Tiên Chẩn nói: “Bắt Tào bá, chia đất của nước Tào và nước Vệ cho nước Tống, nước Sở kíp cứu nước Tào và nước Vệ, như thế sẽ giải vây được cho nước Tống.” Thế là Văn công theo kế đó, rồi Sở Thành vương bèn dẫn quân về.
楚将子玉曰：“王遇晋至厚，今知楚急曹、卫而故伐之，是轻 王。”王曰：“晋侯亡在外十九年，困日久矣，果得反国，险戹尽 知之，能用其民，天之所开，不可当。”子玉请曰：“非敢必有功， 原以间执谗慝之口也。”	Tướng nước Sở là Tử Ngọc nói: “Nhà vua đãi ngộ nước Tấn rất trọng hậu, nay biết nước Sở sẽ kíp cứu viện nước Tào và nước Vệ nên cố ý thảo phạt họ, đó là khinh thường nhà vua.” Thành vương nói: “Tấn hầu lưu vong ở ngoài mười chín năm trời, bị khốn lâu ngày, kết quả là được về nước, nguy nan tai ách đều biết rất rõ, khéo dùng dân mình, do trời khai mở, không thể chống nổi.” Tử Ngọc đề nghị rằng: “Thần không dám đảm bảo nhất định thành công, chỉ mong ngăn hết những lời gièm pha dối trá.” Sở vương giận, chỉ giao cho một ít binh lính.
楚王怒，少 与之兵。於是子玉使宛春告晋：“请 复卫侯而封曹，臣亦释宋。”咎犯曰：“子玉无礼矣，君取一，臣取 二，勿许。”先轸曰：“定人之谓礼。	Thế rồi Tử Ngọc sai Uyển Xuân sang báo với Tấn hầu rằng: “Xin khôi phục đất của Vệ hầu, mà phân phong cho nước Tào, thần cũng sẽ giải vây nước Tống.” Cữu Phạm nói: “Tử Ngọc vô lễ, quân vương là vua mà chỉ được một, ông ta là bề tôi nước Sở mà đòi được hai, chớ có đồng ý.” Tiên Chẩn nói: “Khiến người được yên định, đó là lễ.
楚一言定三国，子一言而亡之， 我则毋礼。	Nước Sở nói một lời mà yên định được ba nước, ngài nói một lời mà diệt vong cả ba nước, ta mới là vô lễ.
不许楚，是弃宋也。	Không đồng ý với nước Sở, là vứt bỏ nước Tống vậy.
不如私许曹、卫以诱之，执宛春以怒 楚，既战而後图之。”晋侯乃囚宛春於卫，且私许复曹、卫。	Chẳng bằng ngầm đồng ý với nước Tào và nước Vệ để dẫn dụ họ, bắt Uyển Xuân để chọc giận nước Sở, đợi khi giao chiến xong [xem thắng thua ra sao] rồi tính sau.” Tấn hầu bèn bỏ tù Uyển Xuân ở nước Vệ, lại ngầm đồng ý khôi phục cho nước Tào và nước Vệ.
曹、卫 告绝於楚。	Nước Tào và nước Vệ tuyên bố tuyệt giao với nước Sở.
楚得臣怒，击晋师，晋师退。	Đắc Thần nước Sở tức giận, tiến đánh quân Tấn, quân Tấn lui.
军吏 曰：“为何退？”文公曰：“昔在楚，约退三舍，可倍乎！”	Viên quân lại hỏi: “Sao lại lui?” Văn công đáp: “Khi xưa ta ở nước Sở, có giao ước lui ba xá, há bội ước ru?” Quân Sở muốn rút, Đắc Thần không chịu.
