孔子生鲁昌平乡陬邑。	Khổng tử sinh ở ấp Trâu, hương Xương Bình, nước Lỗ.
三百五篇孔子皆弦歌之，以求合韶武雅颂之音。	Ba trăm lẻ năm thiên đều được Khổng tử đánh đàn và hát, để mong phối hợp được với thanh âm của nhạc Thiều, Vũ, Nhã, Tụng.
读易，韦编三绝。 曰：“假我数年，若是，我於易则彬彬矣。”	[Khổng tử] đọc Kinh Dịch khiến dây da buộc các thẻ sách bị đứt ba lần, nói: “Ví phỏng ta có thêm mấy năm, cứ như thế này, ta có thể nắm được trọn vẹn về Dịch.”
孔子以诗书礼乐教，弟子盖三千焉，身通六艺者七十有二人。	Khổng tử đem Thi, Thư, Lễ, Nhạc để dạy học, đại để học trò có ba nghìn người, [trong đó có] bảy mươi hai người tinh thông Lục nghệ.
所慎：齐，战，疾。	[Khổng tử] thận trọng các việc: trai giới, chiến tranh, bệnh tật.
子罕言利与命与仁。	Khổng tử ít nói về lợi, mệnh số và đức nhân.
朝，与上大夫言， 訚訚如也；与下大夫言，侃侃如也。	Ở trong triều, khi nói với các quan thượng đại phu thì ôn tồn trung chính, nói với các quan đại phu cấp dưới thì vui vẻ hòa nhã.
入公门，鞠躬如也；趋进，翼如也。	Khi vào trong cung thì khom mình, rảo bước mà vào, tay dang như cánh chim.
鱼馁，肉败，割不正，不食。	Cá ươn, thịt ôi, hay cắt không ngay ngắn thì không ăn.
席不 正，不坐。	Chiếu trải không ngay ngắn thì không ngồi.
食於有丧者之侧，未尝饱也。	Ăn ở bên nhà người có tang thì chưa từng ăn no.
是日哭，则不歌。	Ngày nào khóc thì không ca hát.
见齐衰、瞽者，虽童子必变。	Thấy người để tang hay người mù thì dù là trẻ con cũng nhất định thay đổi sắc mặt [tỏ vẻ đồng cảm].
“三人行，必得我师。”	[Khổng tử nói]: “Ba người cùng đi, nhất định có thầy ta [trong đó].”
“德之不脩，学之不讲，闻义不能 徙，不善不能改，是吾忧也。”	“Không tu dưỡng đạo đức, không giảng học, nghe điều nghĩa không thể làm theo, có điều bất thiện không thể sửa đổi, đó là những điều ta lấy làm lo vậy.”
使人歌，善，则使复之，然后和之。	Sai người khác hát, [người đó hát] hay thì sai hát lại, sau đó họa theo.
子不语：怪，力，乱，神。	Khổng tử không nói về các việc: quái dị, bạo lực, làm loạn, quỷ thần.
子贡曰：“夫子之文章，可得闻也。 夫子言天道与性命，弗可得闻也 已。”	Tử Cống nói: “Văn chương của phu tử thì đã được nghe. Nhưng chưa được nghe phu tử nói về đạo trời và tính mệnh.”
颜渊喟然叹曰：“仰之弥高，钻之弥坚。 瞻之在前，忽焉在後。 夫子循循然善诱人， 博我以文，约我以礼，欲罢不 能。既竭我才，如有所立，卓尔。虽欲从之，蔑由也已。”	Nhan Uyên ngùi ngùi tán thán: “Ngẩng trông lên càng thấy cao, dùi vào lại càng bền chắc. Nhìn thấy ở trước, thoắt lại ở sau. Phu tử theo từng bước tuần tự, khéo dẫn dụ người, dùng văn mở rộng cho ta, dùng lễ để ước thúc ta, muốn bỏ cũng không thể được. Đã dốc kiệt tài năng của mình [để học], như đã có thu hoạch, nhưng vẫn thấy sừng sững, dẫu có muốn noi theo phu tử cũng không sao đạt đến được.”
达巷党人曰：“大哉孔子，博学而无所成名。”	Có người [đứa trẻ] trong làng Đạt Hạng nói: “Lớn thay Khổng tử, học rộng mà không có chỗ nào thành danh.”
子闻之曰：“我何执？执御乎？执射乎？我执御矣。”	Khổng tử nghe vậy nói: “Ta chuyên chú vào việc gì? Chuyên chú việc đánh xe chăng, việc bắn cung chăng? Ta chuyên chú vào việc đánh xe thôi.”
叔孙氏车子鉏商获兽， 以为不祥。	Người đánh xe của họ Thúc Tôn là Sự Thương bắt được con thú, cho là điềm chẳng lành.
曰：“河不出图，雒不出书，吾已 矣夫！”	[Khổng tử] nói: “Sông Hoàng Hà không xuất hiện Hà đồ, sông Lạc không xuất hiện Lạc thư, ta thế là thôi rồi!”
颜渊死，孔子曰：“天丧予！”	Nhan Uyên chết, Khổng tử nói: “Trời giết ta rồi!”
喟然叹曰：“莫知我 夫！”	Rồi bùi ngùi than rằng: “Chẳng ai biết đến ta!”
子贡曰：“何为莫知子？”	Tử Cống hỏi: “Vì sao không ai biết đến thầy?”
子曰：“不怨天，不尤人， 下学而上达， 知我者其天乎！”	Khổng tử nói: “Không oán trời, không trách người, học cái thấp mà biết cái cao xa, biết ta có lẽ chỉ có trời thôi!”
“不降其志，不辱其身，伯夷、叔齐乎！”	[Khổng tử nói]: “Không hạ thấp chí mình, không làm nhục thân mình, là Bá Di và Thúc Tề chăng?”
“我则异於是，无可无不可。”	“Ta khác với các trường hợp đó, không thể mà không gì không thể.”
子曰：“弗乎弗乎，君子病没世而名不称焉。吾道不行矣，吾何 以自见於後世哉？”	Khổng tử nói: “Không thể, không thể, người quân tử hận vì chết đi mà tên tuổi không được xưng tụng. Đạo của ta không thể thi hành, ta biết lấy gì để lại cho đời sau đây?”
据鲁，亲周， 故殷，运之三代。	Dựa vào sử liệu nước Lỗ, coi nhà Chu là tông chủ, theo khuôn mẫu cũ nhà Ân, vận dụng theo khuôn phép thời Tam đại.
故吴楚之君自 称王，而春秋贬之曰“子”；践土之会实召周天子，而春秋讳之 曰“天王狩於河阳”：推此类以绳当世。	Cho nên vua các nước Ngô, Sở tự xưng là “Vương”, nhưng sách Xuân thu chê trách họ, ghi là “Tử”; cuộc hội minh ở Tiễn Thổ thực ra là triệu thiên tử nhà Chu đến, nhưng sách Xuân thu tránh việc đó nên viết là “Thiên tử đi tuần thú ở Hà Dương”. Suy từ các việc tương tự làm khuôn phép cho đương thời.
弟子受春秋，孔子曰：“後世 知丘者以春秋，而罪丘者亦以春秋。”	Học trò học sách Xuân thu, Khổng tử nói: “Đời sau biết đến Khâu này là nhờ Xuân thu, mà bắt tội Khâu cũng vì Xuân thu.”
明岁，子路死於卫。	Năm sau, Tử Lộ chết ở nước Vệ.
孔子方负杖逍遥於门， 曰：“赐，汝来何其晚也？”	Khổng tử đang chống gậy đi dạo ngoài cổng, nói: “Trò Tứ, sao con đến muộn thế?”
孔子因叹，歌曰：“太山坏乎！ 梁柱摧乎！哲人萎乎！”	Khổng tử nhân đó than thở, hát rằng: “Thái Sơn lở chăng! Cột nhà gãy chăng! Triết nhân héo chăng!”
後七日卒。	Bảy hôm sau thì chết.
子贡曰：“君其不 没於鲁乎！夫子之言曰：‘礼失则昏，名失则愆。失志为昏，失所为 愆。’ 生不能用，死而诔之，非礼也。称‘余一人’，非名 也。”	Tử Cống nói: “Nhà vua không chết ở nước Lỗ ư? Phu tử từng nói rằng: 'Sai lễ tiết thì tối tăm, sai danh phận thì lỗi lầm. Mất đi chí hướng thì tối tăm, mất điều phù hợp thì lỗi lầm.' Khi sống không thể trọng dụng, chết rồi lại thương xót, đó là phi lễ vậy. Xưng là 'một mình ta', là không hợp với danh phận.”
唯子赣庐於冢上， 凡六年，然後 去。	Chỉ có Tử Cống dựng nhà tranh ở bên mộ, cả thảy sáu năm, rồi sau mới đi.
弟子及鲁人往从冢而家者百有馀室，因命曰孔里。	Các học trò cho đến người nước Lỗ đến bên mộ rồi làm nhà ở đấy có tới trên trăm nhà, nhân đó gọi là Làng Khổng (Khổng lý).
鲁世世相传以 岁时奉祠孔子冢，而诸儒亦讲礼乡饮大射於孔子冢。	Nước Lỗ đời đời truyền nhau, theo các mùa trong năm phụng thờ tế tự mộ Khổng tử, còn các nhà nho cũng giảng lễ hương ẩm và đại xạ bên cạnh mộ Khổng tử.
孔子冢大一顷。	Mộ Khổng tử to một khoảnh.
尝困於宋。 子思作中庸。	[Tử Tư] từng bị nguy khốn ở nước Tống, làm sách Trung dung.
子慎生鲋，年五十七，为陈王涉博士，死於陈下。	Tử Thận sinh ra Phụ, thọ năm mươi bảy tuổi, làm quan Bác sĩ cho Trần vương là Thiệp, chết ở đất Trần.
鲋弟子襄，年五十七。 尝为孝惠皇帝博士，迁为长沙太守。 长九 尺六寸。	Em trai Phụ là Tử Tương, thọ năm mươi bảy tuổi, từng làm quan Bác sĩ cho Hiếu Huệ Hoàng đế, thăng làm Thái thú Trường Sa, mình cao chín thước sáu tấc.
忠生武，武生延年及安国。	Trung sinh ra Vũ, Vũ sinh ra Diên Niên và An Quốc.
太史公曰：诗有之：“高山仰止，景行行止。”	Thái sử công bàn rằng: Kinh Thi có câu: “Ngẩng trông núi cao, đi theo đường lớn”.
虽不能至，然心 乡往之。	Tuy không thể đến tận nơi nhưng trong lòng hướng theo.
孔子布衣，传十馀世，学者宗之。	Khổng tử là người áo vải, truyền hơn mười đời, người học tôn thờ như bậc tông sư.
自天子王侯，中国 言六艺者折中於夫子， 可谓至圣矣！ 孔子之胄，出于商国。 弗父能让，正考铭勒。 防叔来奔， 邹人掎足。	Từ thiên tử đến vương hầu, người ở Trung nguyên nói đến Lục nghệ đều lấy Khổng tử làm khuôn thước, có thể gọi là bậc chí thánh vậy!
是时也，晋平公淫，六卿擅权，东伐诸侯；楚灵王兵彊，陵轹中 国；齐大而近於鲁。	Bấy giờ, Tấn Bình công dâm đãng, Lục khanh chuyên quyền, phía đông chinh phạt chư hầu; quân của Sở Linh vương hùng mạnh, lấn lướt các nước Trung nguyên; Tề rộng lớn mà gần với Lỗ.
鲁小弱，附於楚则晋怒；附於晋则楚来伐；不备 於齐，齐师侵鲁。	Lỗ nhỏ yếu, theo sở thì Tấn giận; theo Tấn thì Sở đem quân đến đánh; không phòng bị Tề thì quân Tề đến xâm chiếm Lỗ.
景公说，将欲以尼谿田封孔子。	Cảnh công thích, định đem ruộng Ni Khê phong cho Khổng tử.
季桓子穿井得土缶，中若羊， 问仲尼云“得狗”。	Quý Hoàn tử đào giếng, thấy cái vại đất, trong có con vật giống con dê, bèn hỏi Trọng Ni, nói là mình “đào được con chó”.
吴伐越，堕会稽， 得骨节专车。	Nước Ngô đánh nước Việt, phá núi Cối Kê, được đốt xương chở đầy một xe.
吴使使问仲尼：“骨何者最 大？”	Nước Ngô sai sứ đến hỏi Trọng Ni: “Xương gì mà to tột mức thế?”
孔子循道弥久，温温无所 试，莫能己用，曰：“盖周文武起丰镐而王，今费虽小，傥庶几 乎！”	Khổng tử từ lâu noi theo đạo, nhưng không có chỗ thi thố, không ai có thể dùng mình, nói: “Đại để vua Văn vua Vũ nhà Chu nổi lên từ đất Phong đất Cảo rồi dựng nghiệp vương, nay thành Phí tuy nhỏ, hoặc giả cũng có thể hy vọng chăng!”
会齐侯夹谷，为坛位，土阶三等，以会遇 之礼相见，揖让而登。	Hội kiến với Tề hầu ở Giáp Cốc, vị trí trên đàn có bậc bằng đất phân làm ba cấp, lúc hội ngộ dùng nghi lễ tương kiến, vái nhường nhau rồi bước lên.
孔子命申句须、乐颀下伐之， 费人北。	Khổng tử sai [các đại phu] Thân Câu Tu và Nhạc Kỳ xuống đánh, người ấp Phí thua.
国人追之，败诸姑蔑。	Người trong nước đuổi theo, đánh bại chúng ở Cô Miệt.
黎鉏曰：“请先尝沮之；沮之而不可则致地，庸迟 乎！”	Lê Sự nói: “Xin ngăn trở trước, ngăn trở không được thì dâng đất, nào có muộn gì!”
陈女乐文马 於鲁城南高门外，季桓子微服往观再三，将受，乃语鲁君为周道游， 往观终日，怠於政事。	[Nước Tề] bày đội nữ nhạc cùng ngựa đẹp ngoài cổng Cao Môn phía nam đô thành nước Lỗ. Quý Hoàn tử mặc thường phục đến xem đôi ba lần, định nhận, bèn nói vua Lỗ đi một vòng các nơi rồi đến xem, xem cả ngày, bỏ bê cả chính sự.
孔子遂適卫，主於子路妻兄颜浊邹家。	Khổng tử bèn đến nước Vệ, trú ở nhà Nhan Trạc Trâu, anh vợ của Tử Lộ.
居卫月馀，灵公与 夫人同车，宦者雍渠参乘，出，使孔子为次乘，招摇巿过之。	Ở nước Vệ hơn một tháng, Linh công và phu nhân ngồi chung xe, hoạn quan là Ung Cừ làm Tham thừa hầu bên phải xe, ra ngoài cung, sai Khổng tử ngồi xe thứ hai, lượn lờ qua chợ.
斗甚疾。	Chiến đấu rất quyết liệt.
赵简子攻范、中行，伐中牟。	Triệu Giản tử tấn công họ Phạm và họ Trung Hàng, đánh Trung Mâu.
孔子曰：“窦鸣犊，舜华，晋国之贤大夫也。 赵简子未得志之时，须此两人而后从政；及其已得志，杀之乃从政。 丘闻之也，刳胎杀夭则麒麟不至郊，竭泽涸渔则蛟龙不合阴阳， 覆巢毁卵则凤皇不翔。何 则？君子讳伤其类也。夫鸟兽之於不义也尚知辟之，而况乎丘 哉！”	Khổng tử đáp: “Đậu Minh Độc và Thuấn Hoa là các đại phu hiền năng của nước Tấn. Lúc Triệu Giản tử chưa được đắc chí, cần hai người họ để sau này nắm chính quyền; đến khi đã được đắc chí, lại giết họ rồi nắm chính sự. Khâu nghe nói, mổ bụng lấy thai nhi, giết con non thì kỳ lân không đến ngoài thành, tát cạn đầm để bắt cá thì giao long không điều hòa âm dương, lật tổ hủy trứng thì phượng hoàng không bay liệng. Tại sao vậy? Người quân tử tránh chỗ làm thương hại kẻ giống mình. Xét lẽ, chim thú thấy kẻ bất nghĩa còn biết tránh đi, huống nữa là Khâu này!”
六月，赵鞅内太子蒯聩于 戚。	Tháng Sáu, Triệu Ưởng đưa Thái tử Khoái Hội về ấp Thích.
冬， 蔡迁于州来。	Mùa đông, nước Sái dời đô đến Châu Lai.
前昭公欺其臣迁州来，後将往，大夫惧复迁，公孙翩射杀昭公。	Trước đây, Chiêu công lừa các bề tôi dời đô đến Châu Lai, lần này định đi, các đại phu sợ lại dời đô, Công Tôn Phiên bắn chết Chiêu công.
他日，子路行，遇荷(cid:0)丈人， 曰：“子见夫子乎？”	Hôm khác, Tử Lộ đi đường, gặp một ông lão mang trên lưng chiếc sọt đựng cỏ, Tử Lộ hỏi: “Cụ có thấy thầy tôi không?”
楚救陈， 军于城父。	Sở cứu nước Trần, đóng quân ở Thành Phủ.
不得行，绝粮。	Khổng tử không đi được, lương lại hết.
孔子 讲诵弦歌不衰。	Khổng tử vẫn giảng đọc, đàn ca không ngừng.
子路出，子贡入见。	. Tử Lộ đi ra, Tử Cống vào gặp.
昭王将以书社地七百里 封孔子。	Chiêu vương định đem bảy trăm lý trên sổ sách phân phong cho Khổng tử.
昭王乃止。	Chiêu vương bèn thôi.
其秋，楚昭王卒于城父。	Mùa thu năm ấy, Sở Chiêu vương chết ở Thành Phủ.
孔子曰：“野哉由也！ 夫名不正则言不顺，言不顺则事不成，事不成则礼乐不兴，礼 乐不兴则刑罚不中， 刑罚不中则民无所错手足矣。夫君子为之必可名，言 之必可行。 君子於其言，无所苟而已矣。”	Khổng tử đáp: “Trò Do quê mùa quá! Xét lẽ, danh không chính thì lời nói không thuận, lời nói không thuận thì việc không thành, việc không thành thì lễ nhạc không hưng khởi, lễ nhạc không hưng khởi thì hình phạt không đúng, hình phạt không đúng thì dân không biết đặt tay đặt chân vào đâu. Phàm quân tử làm việc gì nhất định phải gọi tên ra được, lời nói nhất định phải được thi hành. Quân tử đối với lời nói của mình không thể nào cẩu thả được.”
仲尼辞不知，退而命载而行， 曰：“鸟能择木，木岂能择鸟乎！”	Trọng Ni chối rằng mình không biết, lui về rồi sai chở xe ra đi, nói: “Chim có thể chọn cây, cây há có thể chọn được chim ư?”
季康子问政，曰：“举直错 诸枉， 则枉者直。”	Quý Khang tử hỏi về chính trị, [Khổng tử] đáp rằng: “Cất nhắc người ngay thẳng, bãi truất kẻ cong vạy thì kẻ cong vạy cũng sẽ thành ngay thẳng.”
孔子之时，周室微而礼乐废，诗书缺。	Thời Khổng tử, nhà Chu suy vi còn lễ nhạc bị phế bỏ, Thi Thư tàn khuyết.
礼乐自此可得 而述，以备王道，成六艺。	Lễ nhạc từ đó được xưng thuật, khiến đạo của tiên vương được đầy đủ, trọn vẹn được Lục nghệ.
孔子晚而喜易，序 彖、 系、 象、 说 卦、文言。	Đến khi tuổi đã cao, Khổng tử thích Kinh Dịch, viết tựa cho các phần Thoán, Hệ, Tượng, Thuyết quái, Văn ngôn.
绝四：毋意，毋必， 毋固， 毋我。	Bỏ bốn điều: không định kiến, không võ đoán, không cố chấp, không tự thị.
其於乡党，恂恂 似不能言者。	[Khổng tử] ở làng xóm thì khiêm cung thành thực, tựa như người không thể nói năng gì được.
君命召，不俟驾行矣。	Nhà vua hạ lệnh triệu kiến thì không đợi đóng xe, vội vã đi ngay.
及西 狩见麟，曰：“吾道穷矣！”	Đến khi đi săn ở phía tây trông thấy con lân, [Khổng tử] nói: “Đạo ta cùng rồi!”
谓“柳下惠、少连降志辱身矣”。	Lại bảo: “Liễu Hạ Huệ và Thiếu Liên hạ thấp chí, làm nhục thân vậy.”
谓“虞仲、 夷逸隐居放言，行中清， 废中权”。	Lại bảo: “Ngu Trọng, Di Dật ẩn cư, không bàn chuyện đời, lúc làm quan giữ đúng sự thuần khiết, khi bị phế thì hợp với sự quyền biến.”
春秋之义行，则天下乱臣贼子惧焉。	Nghĩa lý sách Xuân thu được thi hành, thì bọn loạn thần tặc tử trong thiên hạ phải kinh sợ.
至於为春秋，笔 则笔，削则削，子夏之徒不能赞一辞。	Đến khi làm sách Xuân thu, chỗ đáng viết thì viết, chỗ đáng bỏ thì bỏ, học trò như bọn Tử Hạ cũng không thể thêm bớt dù chỉ một lời.
因以涕下。	Nhân đó rơi nước mắt.
谓子贡曰：“天下无道久矣，莫能宗 予。夏人殡於东阶，周人於西阶，殷 人两柱间。昨暮予梦坐奠两柱之间，予始殷人也。”	Khổng tử bảo Tử Cống rằng: “Thiên hạ vô đạo lâu rồi, không ai có thể theo ta. Người nhà Hạ quàn quan tài ở bậc thềm phía đông, người nhà Chu đặt ở bậc thềm phía tây, người nhà Ân đặt giữa hai cây cột. Tối qua, ta mơ thấy mình ngồi giữa hai cây cột, ta vốn là người nhà Ân vậy.”
哀公诔之曰：“旻天不吊，不玦遗一老， 俾屏余一人以在位，茕茕余在疚。 呜呼哀哉！尼父，毋自律！”	Ai công có lời điếu viếng rằng: “Trời cao chẳng thương, không chịu để lại một người già cả, khiến một mình ta trên ngôi, trơ trọi buồn lo, than ôi đau đớn thay! Ông Trọng Ni, [ta] không còn tự noi theo khuôn phép của ông nữa rồi!”
三年心丧毕，相诀而去，则哭，各复 尽哀；或复留。	Để tang ba năm xong, cùng chia tay nhau đi, đều khóc, ai nấy đều vô cùng đau đớn; có người lưu lại.
高皇帝过鲁，以太牢祠焉。	Hoàng đế Cao tổ qua nước Lỗ, dùng cỗ Thái lao để tế.
诸侯卿相至，常先谒然後从 政。	Các chư hầu, khanh, tướng đến đây, thường bái yết trước, sau đó mới xử lý chính sự.
適鲁，观仲尼庙堂车服礼器，诸 生以时习礼其家，余祗回留之不能去云。	Đến nước Lỗ, xem miếu đường, xe cộ, trang phục, đồ tế lễ của Trọng Ni, học trò theo thời tập luyện lễ nghi tại nhà của ông, ta kính cẩn lưu luyến không sao rời bước.
天下君王至于贤人众矣，当时则 荣，没则已焉。	Trong thiên hạ, bậc quân vương đến hiền nhân rất đông, đương thời thì vinh hiển, chết đi là hết.
於是 旍旄羽袚矛戟剑拨鼓噪而至。	Thế rồi mang theo cờ quạt, giáo, kích, kiếm, lá chắn, khua trống ầm ĩ kéo đến.
佛肸为中牟宰。	Bật Hật là quan tể ở Trung Mâu.
如 颜浊邹之徒，颇受业者 甚众。	Còn những học trò như Nhan Trạc Trâu, thì rất nhiều.
故所居堂弟子内，後世因庙藏孔子衣冠琴车书， 至于汉二百 馀年不绝。	Nhà cũ và chỗ ở của đệ tử, đời sau nhân đó dựng làm miếu thờ, cất giữ áo mũ, đàn, xe, sách của Khổng tử, đến thời Hán, trải hơn hai trăm năm không dứt.
夫人自帷中再拜，环珮 玉声璆然。	Phu nhân trong màn vái hai vái, tiếng ngọc, vòng trang sức kêu leng keng.
赵鞅伐朝歌。	Triệu Ưởng đánh Triều Ca.
楚围蔡，蔡迁于吴。 吴败越王句践会稽。	Sở bao vây nước Sái, Sái dời sang đất Ngô, Nước Ngô đánh bại Việt vương Câu Tiễn Cối Kê.
陈湣公使使问仲尼。	Trần Mẫn công sai sứ giả đến hỏi Trọng Ni.
於 是使使召厓求。	Thế là sai sứ triệu Nhiễm Cầu.
追迹三代之礼，序书传， 上纪唐虞之际，下至秦缪，编次其事。	[Khổng tử] truy về lễ thời Tam đại, sắp xếp thứ tự Thư truyện, trên chép từ thời Đường Ngu, dưới xuống đến Tần Mục công, biên chép thứ tự các việc.
仲尼曰：“隼来远 矣，此肃慎之矢也。 昔武王克商，通 道九夷百蛮， 使各以其方贿来贡， 使无忘职业。於是肃慎贡楛矢石砮，长尺有咫。先王欲昭其令 德，以肃慎矢分大姬，配虞胡公而 封诸陈。分同姓以珍玉，展亲； 分异姓以远职，使无忘服。 故分陈以肃慎矢。”	Trọng Ni đáp: “Con chim cắt này đến từ phương xa, đây là mũi tên của người Túc Thận. Xưa kia, Vũ Vương diệt nhà Thương, mở thông đường đến Cửu di, Bách man, khiến các nơi mang sản vật địa phương đến cống, đặng không quên chức phận của mình. Thế là người Túc Thận cống mũi tên gỗ hộ đầu bằng đá, dài một thước tám tấc. Tiên vương muốn làm rạng tỏ đức tốt của mình, đem mũi tên của người Túc Thận ban cho Đại cơ, gả cho Ngu Hồ công rồi phân phong cho nước Trần. Chia đồ ngọc quý cho người cùng họ, để tỏ tình thân; đem đồ cống của phương xa chia cho người khác họ, khiến họ không quên thần phục. Cho nên đem mũi tên của người Túc Thận ban cho nước Trần.”
安国为今皇帝 博士，至临淮太守，蚤卒。	An Quốc làm quan Bác sĩ cho đương kim Hoàng đế, làm quan đến chức Thái thú Lâm Hoài, mất sớm.
安国生卬，卬生驩。	An Quốc sinh ra Ngang, Ngang sinh ra Hoan.
