晋唐叔虞者， 周武王子而成王弟。	Đường thúc Ngu nước Tấn là con của Chu Vũ vương, em Thành vương.
六年，楚伐宋，宋来告急晋，晋欲救之，伯宗谋曰： “楚，天方开之，不可当。”	Năm thứ sáu, nước Sở thảo phạt nước Tống, nước Tống đến nước Tấn cấp báo, nước Tấn muốn cứu viện nước Tống, Bá Tông bàn mưu rằng: “Trời đang khai mở cho Sở, không thể địch được.”
七年，晋使随会灭赤狄。	Năm thứ bảy, nước Tấn sai Tùy Hội diệt Xích Địch.
郤克怒，归至河 上，曰：“不报齐者，河伯视之！”	Khích Khắc tức giận, về đến sông Hoàng Hà, nói: “Không báo nỗi nhục ở nước Tề, mong Hà Bá xét soi!”
至国，请君，欲伐齐。	Về đến nước, xin gặp vua, muốn thảo phạt nước Tề.
景公问知 其故，曰：“子之怨，安足以烦国！”	Cảnh công hỏi nguyên do, nói: “Nỗi oán hận của ngài, sao đủ để phiền quốc gia!”
九年，楚庄王卒。	Năm thứ chín, Sở Trang vương chết.
晋伐齐，齐使太子彊为质於晋，晋兵罢。	Nước Tấn thảo phạt nước Tề, nước Tề sai Thái tử Cường sang nước Tấn làm con tin, quân Tấn bãi binh.
夏， 与顷公战於鞍，伤困顷公。	Mùa hạ, giao chiến với Khoảnh công ở đất An, đả thương vây khốn Khoảnh công.
郤克曰：“必得 萧桐侄子为质。”	Khích Khắc nói: “Nhất định phải bắt được Tiêu Đồng điệt tử làm con tin.”
齐使曰：“萧桐侄子，顷公 母；顷公母犹晋君母，柰何必得之？不义，请复战。”	Sứ Tề nói: “Tiêu Đồng điệt tử là mẹ của Khoảnh công; mẹ của Khoảnh công cũng như mẹ của Tấn quân, sao cứ nhất quyết đòi bắt bằng được? Không đúng đạo nghĩa, xin đánh tiếp.”
十二年冬，齐顷公如晋，欲上尊晋景公为王，景公让不敢。	Mùa đông năm thứ mười hai, Tề Khoảnh công sang nước Tấn, muốn tôn Tấn Cảnh công làm vương, Cảnh công từ chối không dám nhận.
十四年，梁山崩。	Năm thứ mười bốn, núi Lương sạt lở.
十六年，楚将子反怨巫臣，灭其族。	Năm thứ mười sáu, tướng nước Sở là Tử Phản oán Vu Thần, diệt cả họ Vu Thần.
巫臣怒，遗子反书曰：“必 令子罢於奔命！”	Vu Thần tức giận, viết thư cho Tử Phản rằng: “Nhất định khiến ông đôn đáo phụng mệnh đến đứt hơi!”
十七年，诛赵同、赵括，族灭之。	Năm thứ mười bảy, giết Triệu Đồng, Triệu Quát, diệt cả gia tộc.
十九年夏，景公病，立其太子寿曼为君，是为厉公。	Mùa hạ năm thứ mười chín, Cảnh công ốm, lập Thái tử Thọ Mạn làm vua, đó là Lệ công.
厉公元年，初立，欲和诸侯，与秦桓公夹河而盟。	Lệ công năm thứ nhất, mới lên ngôi, muốn hòa hảo với chư hầu, bèn cùng Tần Hoàn công kết minh bên sông Hoàng Hà.
五年，三郤谗伯宗，杀之。	Năm thứ năm, Khích Kỹ, Khích Xu, Khích Chí gièm pha Bá Tông, [Lệ công] giết Bá Tông.
六年春，郑倍晋与楚盟，晋怒。	Mùa xuân năm thứ sáu, nước Trịnh bội ước với nước Tấn, quay sang kết minh cùng nước Sở, nước Tấn giận.
栾书曰：“不可以当吾世而失诸 侯。”	Loan Thư nói: “Không thể để vào đời chúng ta mà mất chư hầu.”
厉公自将，五月度河。	Lệ công đích thân cầm quân, tháng Năm vượt sông Hoàng Hà.
闻楚兵来救，范文子请公欲 还。	Nghe tin quân Sở đến cứu, Phạm Văn tử đề nghị Lệ công chuẩn bị rút quân.
郤至曰：“发兵诛逆，见彊辟之，无以令诸侯。”	Khích Chí nói: “Phát binh giết nghịch tặc, thấy mạnh liền tránh thì chẳng lấy gì để hiệu lệnh chư hầu.”
遂与战。	Bèn giao chiến.
王怒，让子反，子反死。	Cung vương tức giận, trách lỗi Tử Phản, Tử Phản chết.
王遂引兵归。	Cung vương bèn dẫn quân về.
楚来诈厉公曰：“鄢陵之战，实至召楚，欲作乱，内子周立 之。会与国不具，是以事不成。”	Sở vương sai người đến lừa Lệ công rằng: “Trận chiến ở Yên Lăng, thực chất Khích Chí triệu quân Sở đến, muốn làm loạn, rồi đưa Tử Chu về lập lên thay. Gặp lúc nước Sở chuẩn bị tốt, nên việc không thành.”
厉公告栾书。	Lệ công nói với Loan Thư.
栾书曰：“其殆有 矣！原公试使人之周微考之。”	Loan Thư nói: “Có lẽ có việc đó! Xin nhà vua thử sai người đến nhà Chu ngầm khảo xét xem.”
厉公验之，信然，遂 怨郤至，欲杀之。	Lệ công thử xong, tin có chuyện đó, bèn oán Khích Chí, muốn giết đi.
八年，厉公猎，与姬饮，郤至杀豕奉进，宦者夺 之。	Năm thứ tám, Lệ công đi săn, cùng cơ thiếp uống rượu, Khích Chí giết lợn dâng tiến, bị hoạn quan [Mạnh Trương] cướp lấy.
公怒，曰：“季子欺予！”	Lệ công tức tối, nói: “Quý tử khinh ta!”
胥童因以劫栾书、中行偃于朝，曰：“不杀二子， 患必及公。”	Tư Đồng thừa cơ uy hiếp Loan Thư và Trung Hàng Yển trong triều, nói: “Không giết hai ông, họa ắt đến vua.”
对曰：“人将 忍君。”	Đáp rằng: “Người ta sẽ đang tâm giết nhà vua.”
闰 月乙卯，厉公游匠骊氏， 栾书、中行偃以其党袭捕厉公，囚之，杀胥童，而使人迎公子 周于周而立之，是为悼公。	Ngày Ất Mão tháng nhuận, Lệ công du ngoạn đến nhà họ Tượng Ly, Loan Thư và Trung Hàng Yển phái đồng đảng của mình tập kích bắt Lệ công, bỏ tù, giết Tư Đồng, rồi sai người đón công tử Chu ở Chu về lập lên thay, đó là Điệu công.
厉公囚六日死，死十日庚午，智■迎公子周来，至绛，刑鸡 与大夫盟而立之，是为悼公。	Lệ Công bị bỏ tù sáu ngày thì chết, mười ngày sau khi [Lệ công] chết, vào ngày Canh Ngọ, Trí Oanh đón công tử Chu về, đến ấp Giáng, giết gà [lấy máu] cùng các đại phu thề ước rồi lập làm vua, đó là Điệu công.
悼公周者，其大父捷，晋襄公少子也，不得立，号为桓叔，桓叔 最爱。	Ông nội của Điệu công Chu là Tiệp, là con út của Tấn Tương công, không được lên ngôi, hiệu là Hoàn thúc, Hoàn thúc được sủng ái nhất.
桓叔生惠伯谈，谈生悼公周。	Hoàn thúc sinh Huệ bá Đàm, Đàm sinh Điệu công Chu.
周之立，年十四矣。	Chu lên ngôi khi mười bốn tuổi.
郑师败，遂至陈。	Quân Trịnh thua, rồi tiến đến nước Trần.
三年，晋会诸侯。	Năm thứ ba, nước Tấn hội chư hầu.
方会诸侯，悼公弟杨干乱行， 魏绛戮其仆。	Đang hội chư hầu thì em của Điệu công là Dương Can làm loạn quân ngũ, Ngụy Giáng giết người đánh xe của [Dương Can].
十一年，悼公 曰：“自吾用魏绛，九合诸侯， 和戎、翟，魏子之力也。”	Năm thứ mười một, Điệu công nói: “Từ khi ta dùng Ngụy Giáng, chín lần hội họp chư hầu, hòa hiếu với tộc Nhung và nước Địch, đều là công sức của Ngụy tử vậy.”
赐之乐，三让乃 受之。	Ban cho đội nhạc, ba lần từ tạ rồi mới nhận.
十五年，悼公问治国於师旷。	Năm thứ mười lăm, Điệu công hỏi Sư Khoáng về việc trị quốc.
师旷曰：“惟仁义为本。”	Sư Khoáng nói: “Chỉ cần lấy nhân nghĩa làm gốc.”
冬，悼 公卒，子平公彪立。	Mùa đông, Điệu công chết, con là Bình Công Bưu lên thay.
六年，鲁襄公朝晋。	Năm thứ sáu, Lỗ Tương công triều kiến nước Tấn.
其入绛，与魏氏谋。	Sính vào thành Giáng, cùng bàn mưu với họ Ngụy.
十年，齐崔杼弑其君庄公。	Năm thứ mười, Thôi Trữ ở nước Tề giết vua nước mình là Trang Công.
十四年，吴延陵季子来使，与赵文子、韩宣子、魏献子语， 曰：“晋国之政，卒归此三家矣。”	Năm thứ mười bốn, Diên Lăng Quý tử nước Ngô đi sứ sang, cùng trò chuyện với Triệu Văn tử, Hàn Tuyên tử, Ngụy Hiến tử, nói: “Chính sự nước Tấn rốt cuộc về ba nhà này vậy.”
十九年，齐使晏婴如晋，与叔乡语。	Năm thứ mười chín, sứ giả nước Tề là Yến Anh đến nước Tấn; trò chuyện cùng Thúc Hướng.
叔乡曰：“晋，季世也。公 厚赋为台池而不恤政，政在私门，其可久乎！”	Thúc Hướng nói: “Nước Tấn đến đời cuối rồi. Nhà vua thu thuế khóa nặng nề để làm đài làm ao mà không quan tâm đến chính sự, chính sự nằm ở các tư môn, liệu có được lâu dài không?”
晏子然之。	Yến tử cũng cho là vậy.
二十二年，伐燕。	Năm thứ hai mươi hai, thảo phạt nước Yên.
二十六年，平公卒，子昭公夷立。	Năm thứ hai mươi sáu, Bình công chết, con là Chiêu công Di lên thay.
昭公六年卒。	Chiêu công đến năm thứ sáu thì chết.
顷公六年，周景王崩，王子争立。	Khoảnh công năm thứ sáu, Chu Cảnh vương băng, các vương tử tranh lên ngôi.
晋六卿平王室乱，立敬王。	Các quan Lục khanh nước Tấn dẹp loạn vương thất nhà Chu, lập Kính vương lên ngôi.
九年，鲁季氏逐其君昭公，昭公居乾侯。	Năm thứ chín, họ Quý nước Lỗ đuổi vua nước mình là Chiêu công, Chiêu công ra ở Càn Hầu.
季平子私赂范献子，献子受之，乃谓晋君曰：“季氏无 罪。”	Quý Bình tử hối lộ riêng Phạm Hiến tử, Hiến tử nhận, bèn nói với Tấn quân rằng: “Họ Quý vô tội.”
十二年，晋之宗家祁傒孙，叔乡子，相恶於君。	Năm thứ mười hai, cháu nội Kỳ Hề là người trong tông tộc nước Tấn và con của Thúc Hưởng cùng hủy báng nhà vua.
六卿欲弱公室， 乃遂以法尽灭其族。 而分其邑为十县，各令其子为大夫。	Lục khanh muốn làm cho công thất suy yếu, bèn dùng pháp luật diệt sạch tông tộc họ, rồi chia ấp phong của họ thành mười huyện, ai nấy đều lệnh con mình làm đại phu các huyện đó.
十四年，顷公卒，子定公午立。	Năm thứ mười bốn, Khoảnh công chết, con là Định công Ngọ lên thay.
十二年，孔子相鲁。	Năm thứ mười hai, Khổng tử làm Tướng quốc nước Lỗ.
定公围晋阳。	Định công bao vây Tấn Dương.
二十二年，晋败 范、中行氏，二子奔齐。	Năm thứ hai mươi hai, quân Tấn đánh bại Phạm Cát Diệc và Trung Hàng Dần, hai người chạy sang nước Tề.
三十一年，齐田常弑其君简公，而立简公弟骜为平公。	Năm thứ ba mươi mốt, Điền Thường nước Tề giết vua nước mình là Giản công, rồi lập em của Giản công là Ngao lên làm Bình công.
三十三 年，孔子卒。	Năm thứ ba mươi ba, Khổng tử chết.
三十七年，定公卒，子出公凿立。	Năm thứ ba mươi bảy, Định công chết, con là Xuất công Tạc lên thay.
四卿恐，遂反攻出公。	Tứ khanh lo sợ, bèn quay lại tấn công xuất công.
故知伯乃立昭 公曾孙骄为晋君，是为哀公。	Vì thế Trí bá bèn lập chắt của Chiêu công là Kiêu làm Tấn quân, đó là Ai công.
哀公大父雍，晋昭公少子也，号为戴子。	Ông nội của Ai công là Ung, là con út của Tấn Chiêu công, hiệu là Đái tử.
十八年，哀公卒，子幽公柳立。	Năm thứ mười tám, Ai công chết, con là U công Liễu lên thay.
幽公之时，晋畏，反朝韩、赵、魏之君。	Thời U công, vua Tấn lo sợ [vì thế lực nhỏ yếu], trái lại phải vào triều kiến ba nhà họ Hàn, Triệu và Ngụy.
十五年，魏文侯初立。	Năm thứ mười lăm, Ngụy Văn hầu mới lên ngôi.
魏文侯以兵诛晋乱，立幽公子止，是为烈公。	Ngụy Văn hầu đem quân dẹp loạn nhà Tấn, lập con của U công là Chỉ lên thay, đó là Liệt công.
烈公十九年，周威烈王赐赵、韩、魏皆命为诸侯。	Liệt công năm thứ mười chín, Uy Liệt vương nhà Chu ban cho họ Triệu, Hàn, Ngụy đều được làm chư hầu.
二十七年，烈公卒，子孝公颀立。	Năm thứ hai mươi bảy, Liệt công chết, con là Hiếu công Kỳ lên thay.
孝公九年，魏武侯初立，袭邯郸，不胜而 去。	Hiếu công năm thứ chín, Ngụy Vũ hầu mới lên ngôi, tập kích Hàm Đan, không thắng, bèn rút quân.
十七年，孝公卒， 子静公俱酒立。	Năm thứ mười bảy, Hiếu công chết, con là Tĩnh công Câu Tửu lên thay.
是岁，齐威王元 年也。	Năm này là năm đầu niên hiệu Tề Uy vương.
静公二年，魏武侯、韩哀侯、赵敬侯灭晋後而三分其地。	Tĩnh công năm thứ hai, Ngụy Vũ hầu, Hàn Ai hầu, Triệu Kính hầu diệt hậu duệ nước Tấn rồi chia đất đai nước Tấn làm ba phần.
静 公迁为家人，晋绝不祀。	Tĩnh công bị giáng làm dân thường, tông miếu nước Tấn dứt việc tế tự.
曲沃邑大於翼。	Ấp Khúc Ốc lớn hơn đất Dực.
翼，晋君都邑也。	Dực là đô ấp của Tấn quân.
靖侯庶孙栾宾 相桓叔。	Cháu ngành thứ của Tĩnh hầu là Loan Tân phò tá Hoàn thúc.
七年，晋大臣潘父弑其君昭侯而迎曲沃桓叔。	Năm thứ bảy, đại thần nước Tấn là Phan Phủ giết vua nước mình là Chiêu hầu rồi đón Khúc Ốc Hoàn thúc.
桓叔败，还归曲沃。	Hoàn thúc bị thua, trở về Khúc Ốc.
孝侯八年，曲沃桓叔卒，子鳝代桓 叔，是为曲沃庄伯。	Hiếu hầu năm thứ tám, Khúc Ốc Hoàn thúc chết, con là Thiện thay Hoàn thúc, đó là Khúc Ốc Trang bá.
晋人 攻曲沃庄伯，庄伯复入曲沃。	Người Tấn tấn công Khúc Ốc Trang bá, Trang bá lại về Khúc Ốc.
曲沃庄伯闻晋鄂侯卒，乃兴兵伐晋。	Khúc Ốc Trang bá nghe tin Tấn Ngạc hầu chết, bèn dấy binh thảo phạt nước Tấn.
周平王使虢公 将兵伐曲沃庄伯，庄伯走保曲沃。	Chu Bình vương [liền] sai Quốc Công đem quân thảo phạt Khúc Ốc Trang bá, Trang bá chạy về giữ Khúc Ốc.
小子元年，曲沃武公使韩万杀所虏晋哀侯。	Tiểu Tử hầu năm thứ nhất, Khúc Ốc Vũ công sai Hàn Vạn giết Tấn Ai hầu [trước đó] bị bắt làm tù binh.
曲沃益彊，晋无如之何。	Khúc Ốc ngày càng lớn mạnh, nước Tấn không biết làm thế nào.
晋武公始都晋国， 前即位曲沃，通年三十八年。	Tấn Vũ công bắt đầu đóng đô ở nước Tấn, trước đây lên ngôi ở Khúc Ốc, tính tổng số năm là ba mươi tám năm.
武公称者，先晋穆侯曾孙也，曲 沃桓叔孙也。	Vũ công Xứng, là chắt của Tấn Mục hầu trước đây, cháu nội của Khúc Ốc Hoàn thúc.
与曲沃通年，即位凡三十九年而卒。	Tính tổng cả những năm ở Khúc Ốc, cả thảy ở ngôi được ba mươi chín năm thì chết.
献公元年，周惠王弟穨攻惠王，惠王出奔，居郑之栎邑。	Hiến công năm thứ nhất, em trai của Chu Huệ vương là Đồi tấn công Huệ vương, Huệ vương chạy trốn khỏi nước, đến sống ở ấp Lịch của nước Trịnh.
乃使尽杀诸公子，而城聚都之， 命曰绛，始都绛。	[Hiến công] bèn sai giết hết các công tử nước Tấn, rồi dựng thành Tụ và đóng đô ấp ở đó, gọi là Giáng, bắt đầu đóng đô ở đất Giáng.
献公有意废太子，乃曰：“曲沃吾先祖宗 庙所在，而蒲边秦，屈边翟， 不使诸子居之，我惧 焉。”	Hiến công có ý muốn phế bỏ Thái tử, bèn nói: “Khúc Ốc là chỗ có tông miếu của tổ tiên ta, còn ấp Bồ ở giáp Tần, ấp Khuất ở cạnh nước Địch, không sai các con ra ở đấy, ta rất lo lắng.”
还，为太子城曲沃，赐赵夙耿，赐毕万魏，以为大 夫。	Trở về, Hiến công xây thành cho Thái tử ở Khúc Ốc, ban cho Triệu Túc đất Cảnh, ban cho Tất Vạn đất Ngụy, cho làm đại phu.
士蔿曰：“太子不得立矣。分之都城， 而位以卿，先为之极， 又安得立！不如逃之，无使罪至。为 吴太伯，不亦可乎，犹 有令名。”	Sĩ Vị nói: “Thái tử không được lập rồi. Phân phong cho đô thành, rồi cho làm quan khanh, trước đã phong tước vị cao nhất, sau sao còn được lập nữa! Chẳng bằng hãy bỏ trốn, không để tội đến mình. Bắt chước Ngô Thái bá, chẳng cũng hay chăng, còn được tiếng tốt.”
太子不 从。	Thái tử không nghe.
初，毕万卜仕於晋 国，遇屯之比。	Ban đầu, Tất Vạn đi bói việc làm quan ở nước Tấn, được quẻ Truân biến sang quẻ Tỷ.
辛廖占之曰：“吉。” 屯固比入， 吉孰大焉。 其後必蕃昌。”	Tân Liệu xem bói cho rồi nói: “Tốt. Truân là kiên cố, Tỷ là vào, tốt thay, còn gì lớn lao hơn quẻ này. Sau này ắt sẽ phồn thịnh.”
里克谏献公曰：“太子奉冢 祀社稷之粢盛，以朝夕视君膳者也，故曰 冢子。君行则守，有守则从，从曰 抚军，守曰监国，古之制也。夫率 师，专行谋也；誓军旅， 君与国政之所图也： 非太子之事也。师在制命而已， 禀命则不威，专命则不孝，故君之嗣適不可以帅师。君失其 官，率师不威，将安用 之？”	Lý Khắc can Hiến công rằng: “Thái tử lo việc cung phụng tế phẩm tế tự tông miếu xã tắc, là người sớm tối chăm lo việc ăn uống của nhà vua, cho nên gọi là Trủng tử. Nhà vua ra ngoài thì [thái tử phải ở nhà] coi giữ, có người coi giữ rồi thì [Thái tử phải] đi theo, đi theo thì gọi là Phủ quân (vỗ về quân binh), coi giữ thì gọi là Giám quốc (giám sát đất nước), là chế độ thời xưa vậy. Xét lẽ, cầm quân là việc của người chuyên mưu lược quân sự; ban bố hiệu lệnh, là chức trách của nhà vua và quan chính khanh, không phải việc của Thái tử. Quân đội cốt ở mệnh lệnh, phải bẩm xin quân mệnh thì không còn uy nghiêm, tự ra quân lệnh thì không còn hiếu thuận, cho nên người dòng đích thừa kế của nhà vua không thể là người thống lãnh quân đội được. Nhà vua xếp đặt quan chức không thỏa đáng thì người thắng lãnh quân đội lại không giữ được uy nghiêm, sao lại sai [Thái tử] làm việc đó?”
里克不对而退，见太子。	Lý Khắc không đáp mà lui, đi gặp Thái tử.
里克曰：“太子勉之！教以军旅，”不 共是惧，何故废乎？ 且子惧不孝，毋惧不得立。 修己而不责人，则免於难。”	Lý Khắc đáp: “Thái tử gắng lên! [Nhà vua] lệnh cho [Thái tử] thống lĩnh quân đội, không cung kính [tuân theo] mới sợ, cớ gì bị phế: Vả lại điều ngài sợ là bất hiếu, chứ không sợ không được lập. Chỉ cần tu thân mình mà không trách vọng người khác, thì sẽ tránh được nạn.”
太子帅师，公衣之偏衣， 佩之金玦。	Thái tử chỉ huy quân đội, Hiến công khoác thiên y, đeo vòng kim quyết cho.
里克谢病，不从太 子。	Lý Khắc thác bệnh, không theo Thái tử.
献公时出猎，置胙於宫中。	Bấy giờ Hiến công ra ngoài đi săn, [Thái tử] để thịt ở trong cung.
祭地，地 坟；与犬，犬死；与 小臣，小臣死。	Ném thịt xuống đất, đất sùi lên; cho chó ăn, chó chết; cho Tiểu thần ăn, Tiểu thần chết.
骊姬 泣曰：“太子何忍也！其父而欲弑代之，况他人乎？且君老矣，旦暮 之人，曾不能待而欲弑之！”	Ly cơ khóc nói: “Thái tử sao nhẫn tâm vậy! Cha mình mà còn muốn giết để lên thay, huống hồ là người khác? Hơn nữa nhà vua già rồi, người chỉ còn trong một sớm một chiều, đã không thể đối đãi tử tế lại còn muốn giết đi?”
太子闻之，奔新城。	Thái tử biết chuyện, chạy đến Tân Thành.
献公怒，乃诛其傅杜原款。	Hiến công tức giận, bèn giết sư phó của Thái tử là Đỗ Nguyên Khoản.
太子 曰：“吾君老矣，非骊姬，寝不安，食不甘。即辞之，君且怒之。不 可。”	Thái tử đáp: “Vua ta già rồi, không có Ly cơ thì ăn không ngon, ngủ không yên. Nếu giải thích, vua cha sẽ càng giận. Không được.”
士蔿谢曰：“边城少寇，安用之？”	Sĩ Vị tạ lỗi rằng: “Biên thành ít giặc cướp, sao lại phải xây thành?”
退而歌曰：“狐 裘蒙茸，一国三公，吾谁適从！”	Lui về mà ca rằng: “Áo hồ cừu mượt như nhung, một nước có ba công tử, ta biết theo ai bây giờ?”
使人伐屈，屈城守，不可 下。	[Hiến công] sai người thảo phạt ấp Khuất, người trong thành Khuất phòng giữ thành, không sao hạ được.
二十三年，献公遂发贾华等伐屈， 屈溃。	Năm thứ hai mươi ba, Hiến công bèn phái bọn Giả Hoa thảo phạt thành Khuất, thành Khuất vỡ.
夷吾将奔翟。	Di Ngô định chạy sang nước Địch.
冀芮曰：“不可， 重耳已在矣，今往，晋必移兵伐翟，翟畏 晋，祸且及。不如走梁，梁近於秦，秦彊，吾君百岁後可以求入 焉。”	Ký Nhuế nói: “Không được, Trùng Nhĩ đã ở đấy, nay lại sang, nước Tấn ắt chuyển quân sang thảo phạt nước Địch, nước Địch sợ nước Tấn, họa sẽ lại lan đến. Chẳng bằng chạy sang nước Lương, nước Lương gần với nước Tần, nước Tần vốn mạnh, sau khi vua ta trăm tuổi có thể thỉnh cầu họ giúp về nước.”
宰孔曰：“齐桓公益骄， 不务德而务远略，诸侯弗平。君弟毋会，毋如晋 何。”	Tể Khổng nói: “Tề Hoàn công ngày càng kiêu căng, không chuộng đức mà chuộng xâm lược phương xa, chư hầu bất bình. Dù ngài không đi hội kiến, [nước Tề cũng] chẳng làm gì được nước Tấn.”
献公亦病，复还归。	Hiến công cũng đang ốm, lại quay trở về.
荀息 为相，主国政。	Tuân Tức làm Tướng quốc, chủ trì chính sự trong nước.
秋九月，献公卒。	Tháng Chín mùa thu, Hiến công chết.
十月，里克杀奚齐于丧次，献公未葬也。	Tháng Mười, Lý Khắc giết Hề Tề ở chỗ thủ tang [Hiến công], Hiến công chưa được an táng.
荀息将死之，或曰不如立奚齐弟悼子而傅之，荀息立悼子而葬献公。	Tuân Tức định chết theo, có người cho rằng chẳng bằng lập em của Hề Tề là Điệu tử rồi phò tá. Tuân Tức lập Điệu tử rồi an táng Hiến công.
十一月，里克弑悼子于朝，荀息死 之。	Tháng Mười một, Lý Khắc giết Điệu tử ngay trong triều, Tuân Tức chết theo.
重耳谢曰：“负父之命出奔，父死不 得脩人子之礼侍丧，重耳何敢入！大夫其更立他子。”	Trùng Nhĩ từ tạ rằng: “Trái mệnh cha rồi bỏ chạy ra ngoài, đến khi cha chết lại không được theo lễ của con để hầu tang, Trùng Nhĩ sao dám trở về! Đại phu hãy đổi lập công tử khác đi.”
乃使郤芮厚赂 秦，约曰：“即得入，请以晋河西之地与秦。”	[Công tử Di Ngô] bèn sai Khích Nhuế đem hậu lễ sang hối lộ nước Tần, hẹn rằng: “Nếu được về nước, xin cắt đất Tây Hà của nước Tấn cho nước Tần.”
秦缪公乃发兵送夷吾於晋。	Tần Mục công bèn phát binh đưa Di Ngô trở về nước Tấn.
齐桓公闻晋内乱，亦 率诸侯如晋。	Tề Hoàn công nghe tin nước Tấn có nội loại, cũng thống lãnh chư hầu đến nước Tấn.
惠公夷吾元年，使邳郑谢秦曰：“始夷吾以河西地许君，今幸得 入立。大臣曰：‘地者先君之地，君亡在外，何以得擅许秦者？’寡 人争之弗能得，故谢秦。”	Huệ công Di Ngô năm thứ nhất, sai Bi Trịnh tạ từ với nước Tần rằng: “Ban đầu Di Ngô hứa cắt đất Tây Hà cho ngài, nay may mắn được về nước lên ngôi. Đại thần nói: 'Đất là đất của tiên quân, nhà vua lưu vong ở ngoài, sao có thể tự ý cắt cho nước Tần được?' Quả nhân tranh biện với họ mà không thể được, cho nên tạ lỗi với nước Tần.”
谓曰：“微里子寡人不得 立。虽然，子亦杀二君一大夫， 为子君者不亦难乎？”	[Huệ công] bảo rằng: “Nếu không có Lý tử, quả nhân sẽ không được lập. Dẫu vậy, ngài cũng đã giết hai vua và một đại phu, làm vua của ngài chẳng cũng khó ư?”
於是邳郑使 谢秦未还，故不及难。	Bấy giờ Bi Trịnh đi sứ sang tạ lỗi với nước Tần chưa về, nên không gặp nạn.
晋君改葬恭太子申生。	Tấn quân cải táng Cung Thái tử Thân Sinh.
狐突对曰：“臣闻神不食非其宗，君其祀毋乃绝乎？君其图 之。”	Hồ Đột đáp rằng: “Thần nghe nói thần linh không hưởng lễ của người không cùng tông tộc mình, việc tế tự của ngài chẳng phải sẽ đứt ư? Xin ngài hãy suy tính cho kỹ.”
兒乃谣曰：“恭太子更葬矣， 後十四年，晋亦不昌，昌乃在 兄。”	Bọn trẻ bèn có đồng dao rằng: “Cung Thái tử cải táng rồi, mười bốn năm sau, Tấn cũng không hưng, hưng nhờ huynh trưởng.”
邳郑子豹奔秦，言伐晋，缪公弗听。	Con của Bi Trịnh là Báo chạy sang nước Tần, đề nghị [nước Tần] thảo phạt nước Tấn, Mục công không nghe.
惠公之立，倍秦地及里克，诛七舆大夫，国人不附。	Sau khi Huệ công lên ngôi, bội ước việc cắt đất cho nước Tần và hứa phân phong cho Lý Khắc, tru diệt Thất dư đại phu, người trong nước không quy phụ.
惠公用虢射谋，不与秦粟，而发兵且伐秦。	Huệ công theo mưu kế của Quốc Xạ, không bán thóc cho nước Tần, còn phát binh thảo phạt nước Tần.
秦 大怒，亦发兵伐晋。	Nước Tần cả giận, cũng phát binh thảo phạt nước Tấn.
六年春，秦缪公将兵伐晋。	Mùa xuân năm thứ sáu, Tần Mục công đem quân thảo phạt nước Tấn.
晋惠公谓庆郑曰：“秦师深矣， 柰何？”	Tấn Huệ công bảo Khánh Trịnh rằng: “Quân Tần vào sâu rồi, làm sao đây?”
郑曰：“秦内君，君倍其 赂；晋饥秦输粟，秦饥而晋倍之，乃欲因其饥伐之：其深不亦宜 乎！”	Trịnh nói: “Tần đưa nhà vua về nước [lên ngôi], nhà vua bội ước trong việc hối lộ cho họ; nước Tấn gặp nạn đói, nước Tần chuyển thóc đến, nước Tần gặp nạn đói thì nước Tấn lại quay lưng, còn muốn thừa cơ họ gặp nạn đói mà tấn công: Quân họ tiến vào sâu chẳng cũng là phải ư?”
惠公马■不行， 秦兵至，公窘，召庆郑为御。	Ngựa của Huệ công bị lún trong bùn lầy không đi được, quân Tần kéo đến, Huệ công quẫn bách, triệu Khánh Trịnh đến điều khiển chiến xa.
郑曰：“不用卜，败不亦当 乎！”	Trịnh nói: “Không theo lời quẻ bói, thua chẳng cũng đáng sao!”
缪公壮士冒败晋军，晋军败，遂失秦缪公，反获晋公以归。	Các tráng sĩ của Tần Mục công phấn dũng xông lên đánh bại quân Tấn, quân Tấn thua trận, để sống mất Tần Mục công, trái lại còn khiến Tấn công bị bắt đưa về nước Tần.
晋君姊为缪公夫人，衰绖涕泣。	Chị của Tấn quân là phu nhân của Tần Mục công bèn mặc tang phục khóc lóc.
晋侯亦使吕省等报国人曰：“孤虽得归，毋面目见社稷，卜 日立子圉。”	Tấn hầu cũng sai bọn Lã Sảnh báo với người trong nước rằng: “Cô tuy được về, nhưng không còn mặt mũi nào nhìn xã tắc nữa, hãy chọn ngày rồi lập Tử Ngữ lên thay.”
秦缪公问吕省：“晋国和乎？”	Tần Mục công hỏi Lý Sảnh: “Nước Tấn hòa thuận được không?”
对 曰：“不和。小人惧失君亡亲， 不惮立子圉，曰‘必报雠，宁事戎、 狄’。其君 子则爱君而知罪，以待秦命，曰‘必报德’。有此二故，不和。”	Đáp rằng: “Không hòa thuận được. Đám tiểu nhân sợ mất vua [thì nước loạn], [nước loạn thì] mất cha mẹ, chứ không sợ lập Tử Ngữ lên ngôi, còn nói rằng 'Nhất định báo thù, sao có thể thờ nước Nhung Địch được'. Bậc quân tử thì yêu vua mà biết tội, chờ mệnh lệnh nước Tần, nói rằng 'Nhất định báo đức'. Có hai lý do đó nên không hòa thuận được.”
欲使人杀重耳於狄。	Muốn sai người đến nước Địch giết Trùng Nhĩ.
