秦始皇帝者，秦庄襄王子也。	Tần Thủy Hoàng đế là con của Tần Trang Tương vương vậy.
拔卫，迫东郡，其君角率其支属徙居野 王，阻其山以保魏之河内。	Đánh hà nước Vệ, bức sát Đông quận, vua Vệ là Giác đem bộ thuộc dời đến ở Dã Vương, cậy núi non hiểm trở bảo vệ đất Hà Nội của Ngụy.
彗星复见西方 十六日。	Sao chổi lại hiện ở phương tây mười sáu ngày.
河鱼大上， 轻车重马东就食。	Nước Hoàng Hà dâng, nhiều cá nhảy lên bờ, người (Tần) đánh xe cưỡi ngựa tới phương đông kiếm ăn.
宫室车马衣服苑囿驰猎恣毐。	Cung thất, ngựa xe, áo quần, vườn tược, săn bắt đầu mặc Ái.
事无 小大皆决於毐。	Bất kể việc lớn nhỏ đều do Ái quyết.
秦王 乃迎太后於雍而入咸阳， 复居甘泉宫。	Tần vương bèn đón thái hậu ở đất Ung mà đưa về Hàm Dương, ở lại cung Cam Tuyền.
秦王从其 计，见尉缭亢礼，衣服食饮与缭同。	Tần vương theo kế đó, mỗi khi gặp Úy Liễu đều dùng lễ ngang hàng, y phục ẩm thực đều giống như Liễu.
二十六年，齐王建与其相后胜发兵守其西 界，不通秦。	Năm thứ hai mươi sáu, Tề vương Kiến cùng tướng quốc Hậu Thắng đem quân giữ biên giới phía tây, đoạn tuyệt Tần.
衣服旄旌节旗 皆上 黑。	Y phục, tiết mao, cờ quạt đều chuộng màu đen.
数以六为纪，符、法冠皆六寸，而舆 六尺，六尺为步，乘六马。	Số thì lấy sáu làm đơn vị. Phù tiết, pháp quan đều sáu tấc. Khoang xe sáu thước, sáu thước là một bộ, một xe đánh sau ngựa.
车同轨。	Xe cùng một cỡ trục.
秦每 破诸侯，写放其宫室，作之咸阳北阪上， 南临渭，自雍门 以东至泾、渭，殿屋衤复道周阁 相属。	Tần mỗi khi diệt nước chư hầu, đều mô phỏng cung thất nước ấy, dựng trên triền núi phía bắc Hàm Dương, phía nam ra tới sông Vị, từ Ung Môn trở về đông tới sông Kinh, sông Vị. Cung điện có hành lang bắc cầu, lầu gác quanh co nối tiếp.
焉作信宫渭 南，已更命信宫为极庙，象天极。	Rồi dựng Tín cung phía nam sông Vị, không lâu lại đổi tên Tín cung thành Cực miếu, tượng trưng sao Thiên Cực.
治驰 道。	Làm đường vua đi.
复作阿房宫。	Thế rồi lại xây cung A Phòng.
七月，戍卒陈胜等反故荆地，为“张楚”。	Cung A Phòng (tranh của Viện Diệu đời Thanh) Tháng Bảy, bọn lính thú Trần Thắng làm phản ở đất Kinh Sở xưa, gọi là Trương Sở.
麾其兵进。	Đoạn ra hiệu cho lính tiến lên.
沛公遂入咸阳， 封宫室府库，还军霸上。	Bái công bèn vào Hàm Dương, niêm phong cung thất, kho đụn, sau đó quay về đóng quân ở Bái Thượng.
遂屠咸阳，烧其宫室，虏其子 女，收其珍宝货财，诸侯共分之。	Sau đó diệt cả thành Hàm Dương, đốt cung thất, bắt trai gái, lấy của cải châu báu, cùng chia với chư hầu.
葬西垂。	Táng ở Tây Thủy.
齐伐山戎、孤竹。	Nước Tề đánh Sơn Nhung, Cô Trúc.
葬义里丘北。	Táng ở phía bắc gò Nghĩa Lý.
居雍高寝，葬丘里南。	Ở Cao Tẩm đất Ung. Táng ở phía nam Khưu Lý.
葬车里北。	Táng ở phía bắc Xa Lý.
葬寿陵。	Táng ở Thọ Lăng.
己 酉，王冠，带剑。	Ngày Kỷ Dậu, vương làm lễ gia quan, đeo kiếm.
毐等败走。	Bọn Lao Ái thua chạy.
所得诸侯美人锺鼓， 以充入之。	Gái đẹp, chuông trống lấy được từ các nước chư hầu đều đưa vào đó.
阿房宫未成；成，欲更择令名名之。 作宫阿 房，故天下谓之阿房宫。	Cung A Phòng chưa xây xong, định bụng xây xong sẽ lựa đặt tên đẹp khác, song do xây cung điện ở A Phòng, nên thiên hạ gọi là cung A Phòng.
隐宫 徒刑者七十馀万人，乃分作阿房宫，或 作丽山。	Hơn bảy mươi vạn người chịu tội đồ và tội thiến ở Ẩn cung chia nhau dựng cung A Phòng, hoặc (xây lăng ở) Ly Sơn.
行所幸，有言其处者，罪死。	Vua lâm hạnh tới đâu, kẻ nào nói địa điểm phải chịu tội chết.
中人或告丞相，丞 相後损车骑。	Có kẻ trong cung nói với thừa tướng, thừa tướng sau đó giảm bớt ngựa xe.
尽徵其材士 五万人为屯卫咸阳，令教射狗马禽兽。	Trưng tập tất cả dũng sĩ năm vạn người đóng giữ ở Hàm Dương để hộ vệ. Sai họ dạy bắn tên, thuần dưỡng chó ngựa chim muông.
使郎 中令为内应，诈为有大贼，令乐召吏 发卒，追劫乐母置高舍。	Đoạn sai Lang trung lệnh làm nội ứng, nói dối là có giặc to, lệnh cho Diêm Lạc khiển tướng điều binh, lai đuổi bắt mẹ Diêm Lạc đem an trí ở nhà Triệu Cao.
乐遂斩卫令，直将吏入'行射， 郎宦者大惊，或走或格，格者辄死，死者数十人。	Lạc liền chém Vệ lệnh, đem quân đi thẳng vào cung. Đám quan lang và quan hoạn cả kinh, kẻ tháo chạy, kẻ chống đối. Kẻ chống đối bị giết chết, chết đến mấy chục người.
杨端和攻衍氏。	Dương Đoàn Hòa đánh họ Diễn.
缭曰：“秦王为人，蜂准， 长目，挚鸟膺， 豺声，少恩而虎狼心，居约易出人下， 得志亦轻食人。 我布衣，然见我常身自下我。诚使秦王得志於天 下，天下皆为虏矣。不可与久游。”	Liễu nói: “Con người Tần vương, mũi cao, mắt dài, ngực ưng, giọng sói, ít ra ơn mà rắp tâm beo cọp, khi cùng khốn biết khom lưng, lúc đắc chí dễ nuốt người. Tôi là phường áo vải, song khi gặp tôi Tần vương lại thường tự hạ mình. Nếu quả thực khiến Tần vương đắc chí với thiên hạ, thiên hạ đều sẽ trở thành nô bộc vậy. Không thể qua lại lâu dài được.”
乃亡去。	Đoạn bèn bỏ đi.
王翦谢病老归。	Vương Tiễn cáo lão về quê.
刚毅戾深，事皆决於法，刻 削毋仁恩和义，然後合五德之数。	Cai trị cứng rắn tàn bạo, mọi việc đều quyết theo luật pháp, khắc bạc, không có nhân đức, tình nghĩa. Như vậy mới hợp với số của năm đức.
廷尉李斯议曰：“周文武所封子弟同姓甚众，然後属疏 远，相攻击如仇雠，诸侯更相诛伐，周天子弗能禁止。今海内赖陛下 神灵一统，皆为郡县，诸子功臣以公赋税重赏赐之，甚足易制。天下 无异意，则安宁之术也。置诸侯不便。”	Đình úy Lý Tư bàn rằng: “Chu Văn vương, Võ vương phong cho con em họ hàng rất đông, nhưng đời sau ngày một xa cách, đánh nhau như thù địch, chư hầu lại càng đánh giết lẫn nhau, thiên tử nhà Chu không thể ngăn cấm. Nay nhờ bệ hạ thần võ mà bốn bể thống nhất, đều thành quận huyện. Các hoàng tử, công thần đều được trọng thưởng, ban cho tô thuế nhà nước. Thế là rất đủ mà cũng dễ khống chế rồi. Thiên hạ không có ý khác, đó là thuật trị an vậy. Việc đặt chư hầu không tiện.”
更名民曰“黔首”。	Đổi gọi trăm họ là “đầu đen”.
书同文字。	Viết cùng một lối văn tự.
既已，齐人徐市等上书，言海中有三神山，名曰蓬莱、方丈、瀛 洲， 仙人居之。 请得斋戒，与童男女求之。	Việc xong xuôi, đám Từ Phất người Tề dâng thư, nói rằng trên biển có ba ngọn núi thần, tên là Bồng Lai, Phương Trượng, Doanh Châu, thần tiên ở đó, xin được trai giới, cùng đồng nam, đồng nữ kiếm tìm.
逢大 风，几不得渡。	Gặp gió lớn, cơ hồ không thể vượt sông.
上问博士曰：“湘君神？”	Hoàng đế hỏi Bác sĩ rằng: “Tương Quân là thần nào?”
博士对曰：“闻之，尧 女，舜之妻，而葬此。”	Bác sĩ đáp rằng: “Nghe nói con gái vua Nghiêu, tức vợ vua Thuấn được táng ở đây.”
至阳武博狼沙中， 为盗所惊。	Khi tới Dương Võ, Bác Lang Sa, bị trộm cướp làm kinh động.
宇县之中，承顺圣意。 群 臣诵功，请刻于石，表垂于常式。 其东观曰： 维二十九年，皇帝春游，览省远方。 逮于海隅，遂登之罘，昭临 朝阳。	Văn bia ở Đông Quan lại viết: “Năm thứ hai mươi chín, hoàng đế du xuân, thị sát viễn phương. Đến nơi góc bể, lên núi Chi Phù, ngoạn thưởng ánh dương. Ngắm trông cảnh sắc, tụng thần tưởng nhớ, trị đạo rỡ ràng. Thánh pháp vừa hưng, trong nước trị yên, ngoài diệt bạo cường. Uy vũ vang rền, chấn động bốn cõi, bắt giết sáu vương. Gồm thu thiên hạ, dẹp hết tai hại, mãi dứt binh nhung. Hoàng đế anh minh, cai trị bờ cõi, xử việc không nghỉ. Lập nên đại nghĩa, sắp đủ khí cụ, ghi rõ tiêu chí. Bề tôi giữ chức, đều biết việc làm, việc chẳng ngờ ngại. Dân đen thay đổi, xa gần chung phép, đến già chẳng lỗi. Chức nghiệp đã định, hậu duệ kế thừa, mũi noi thánh trị. Quần thần tụng đức, ca ngợi vĩ nghiệp, xin tạc Chi Phù.”
赐黔首里六石米，二 羊。	Ban cho dân đen ở mỗi dặm sáu thạch gạo, hai con dê.
刻碣石门。	Khắc văn bia lên cửa Kệ Thạch.
燕人卢生使入海还，以鬼神事，因奏录图书， 曰“亡秦者胡也”。	Người Yên là Lư Sinh được sai ra biển trở về, tâu việc quỷ thần, lại dâng sách ghi lời sấm, viết rằng “Kẻ diệt Tần là Hồ vậy”.
三十三年，发诸尝逋亡人、赘婿、 贾人略取陆梁地， 为桂林、 象郡、南海， 以適遣戍。 西北斥逐匈奴。	Năm thứ ba mươi ba, đưa những kẻ từng bỏ trốn, ở rể, lái buôn đánh lấy đất Lục Lương, đặt làm Quế Lâm, Tượng Quận, Nam Hải, cho kẻ đi đày tới giữ, Phía tây bắc xua đuổi Hung Nô.
又使蒙恬渡河取高阙、 山、北假中， 筑亭障以逐戎人。	Lại sai Mông Điềm vượt Hoàng Hà đánh lấy vùng Cao Khuyết, Dương Sơn, Bắc Giả, xây thành lũy để đuổi người Nhung.
禁不得祠。	Cấm không được thờ tự.
丞相 李斯曰：“五帝不相复，三代不相袭，各以治，非其相反，时变异 也。今陛下创大业，建万世之功，固非愚儒所知。且越言乃三代之 事，何足法也？异时诸侯并争，厚招游学。今天下已定，法令出一， 百姓当家则力农工，士则学习法令辟禁。今 诸生不师今而学古，以非当世，惑乱黔首。丞相臣斯昧死言：古者天 下散乱，莫之能一，是以诸侯并作，语皆道古以害今，饰虚言以乱 实，人善其所私学，以非上之所建 立。今皇帝并有天下，别黑白而定一尊。私学而相与非法教，人闻令 下，则各以其学议之，入则心非，出则巷议，夸主以为名， 异取以为高，率群下以造谤。如此弗禁，则主势降乎上，党 与成乎下。禁之便。臣请史官非秦记皆烧之。非博士官所职，天下敢 有藏诗、书、百家语者，悉诣守、尉杂烧之。有敢偶语诗书者弃市。 以古非今者族。 吏见知不举者与同罪。令下三十日不烧，黥为城旦。 所不去者，医药卜筮种树之书。若欲有学法令， 以吏为师。”	Thừa tướng Lý Tư nói: “Ngũ đế không lặp lại, Tam đại không sao phỏng, đời nào trị theo cách đời ấy, không phải phản lại nhau mà là thời thế đổi khác vậy. Nay bệ hạ mở nghiệp lớn, dựng công nghiệp cho muôn đời, cố nhiên không phải điều bọn Nho ngu có thể hiểu được. Vả lại những việc Việt nói đều là việc thời Tam đại, đâu đáng để noi theo? Trước kia chư hầu tranh đấu, hậu đãi đám du sĩ. Nay thiên hạ đã định, pháp lệnh thống nhất, trăm họ các nhà thì dốc sức vào việc công nông, kẻ sĩ thì học tập pháp lệnh, những điều ngăn cấm. Nay bọn Nho sinh không nói thời nay mà lại học thời cổ, chê bai đương thời, làm rối trăm họ. Thần thừa tướng Tư dám chết tâu rằng: thời cổ thiên hạ tán loạn, không ai có thể thống nhất, bởi vậy chư hầu cùng nổi dậy. Lời nói đều mô phỏng thời cổ để làm hại thời nay, tô sức lời suông để làm loạn sự thực. Ai nấy đều cho sở học của mình là hay, chê bai sự sắp đặt của thánh thượng. Nay hoàng đế gồm thu thiên hạ, phân biệt đen trắng mà định điều độc tôn. Họ giữ cái học riêng mà cùng nhau chê pháp chế. Nghe lệnh ban xuống thì ai ai cũng đem sở học ra bàn luận. Vào triều thì chê bai trong lòng, ra triều thì bàn tán đầu ngõ. Ngợi khen chúa thượng để trục danh, lấy sự khác lạ làm cao quý. Cầm đầu kẻ dưới để tạo lời phỉ báng. Như vậy mà không cấm thì uy vua giảm sút ở trên, bè đảng hình thành ở dưới. Nên cấm là hơn. Thần thỉnh cầu sử quan nếu không phải sách ghi chép sử nhà Tần đều đốt hết. Không giữ chức quan Bác sĩ mà thiên hạ vẫn dám cất chứa Thi – Thư, sách vở của bách gia chư tử, tất tật phải đưa đến chỗ quận thú, quận ủy, tập trung lại đốt sạch. Kẻ nào dám túm tụm bàn luận Thi – Thư thì giết ở chợ. Kẻ nào lấy đời xưa chê đời nay thì giết cả họ. Quan lại biết mà không báo thì cùng tội. Lệnh đã ban xuống ba mươi ngày mà sách không đốt thì trổ chữ lên mặt, đày đi xây Trường thành. Những sách không bỏ là các sách y dược, bói toán, trồng trọt. Nếu có ai muốn học pháp lệnh thì coi quan lại làm thầy.”
制曰：“可。”	Tờ chế ban xuống viết: “Được!”
为复道， 自阿房渡渭，属之咸阳，以象天极阁道绝汉抵营室也。	Lại làm đường phức đạo, từ cung A Phòng vượt sông Vị, nối với Hàm Dương, tượng trưng sao Thiên Cực qua sao Các Đạo cắt ngang Ngân Hàn đến sao Doanh Thật vậy.
卢生说始皇曰：“臣等求芝奇药仙者常弗遇，类物有害之者。方 中，人主时为微行以辟恶鬼，恶鬼辟，真人至。人主所居而人臣知 之，则害於神。真人者，入水不濡，入火不爇，陵云 气，与天地久长。今上治天下，未能恬倓。原上所居宫毋令人知，然 后不死之药殆可得也。”	Lư Sinh thuyết phục Thủy Hoàng nói: “Chúng thần tìm linh chi, kỳ dược, thần tiên, song mãi không gặp, chừng có vật ngăn trở vậy. Trong sách phương thuật có nói, bậc chúa tể năng vi hành sẽ tránh được ác quỷ. Tránh được ác quỷ thì chân nhân mới tới. Nơi chúa thượng ở mà bề tôi biết thì sẽ hại đến thần linh. Chân nhân là người vào nước không ướt, vào lửa không cháy, cưỡi khói mây, sống lâu cùng trời đất. Nay thánh thượng trị thiên hạ mà chưa được yên tĩnh. Mong thánh thương ở cung nào thì chớ để ai biết, sau đó thuốc bất tử mới có thể cầu được.”
於是始皇曰：“吾慕真人，自谓‘真人’， 不称‘朕’。”	Thế rồi Thủy Hoàng nói: “Ta ngưỡng mộ chân nhân, tự xưng là chân nhân, không xưng là trẫm nữa.”
乃令咸阳之旁二百里内宫观二百七十复道甬道相连， 帷帐锺鼓美人充之，各案署不移徙。	Đoạn lệnh cho hai trăm bảy mươi cung quán trong vòng hai trăm dặm quanh Hàm Dương xây các đường hành lang bắc cầu, đường ống nối liền nhau; đem màn trướng, chuông trống, gái đẹp đưa vào, mọi thứ được kiểm kê, không được di dịch.
始皇怒曰：“此中人泄吾语。”	Thủy Hoàng nổi giận nói: “Người trong cung này tiết lộ lời ta.”
侯生卢生相与谋曰：“始皇为人， 天性刚戾自用，起诸侯，并天下，意得欲从，以为自古莫及己。专任 狱吏，狱吏得亲幸。博士虽七十人，特备员弗用。丞相诸大臣皆受成 事，倚辨於上。上乐以刑杀为威，天下畏罪持禄， 莫敢尽忠。上不闻过而日骄，下慑伏谩欺以取容。秦法，不得兼方 不验，辄死。然候星气者至三百 人，皆良士，畏忌讳谀，不敢端言其过。天下之事无小大皆决於上， 上至以衡石量书， 日夜有呈，不中呈不 得休息。贪於权势至如此，未可为求仙药。”	Hầu Sinh và Lư Sinh cùng bàn mưu nói: “Con người Thủy Hoàng, tính khí ương bướng, tàn bạo, tự theo ý mình, xuất thân chư hầu, thôn tính thiên hạ, muốn gì được nấy, tự cho là từ xưa tới nay không ai bằng mình. Chuyên dùng pháp quan, pháp quan được yêu sủng. Bác sĩ tuy có bảy mươi người, song chỉ là cho đủ số chứ không dùng. Thừa tướng và các quan đại thần đều phải chấp nhận việc đã rồi, mọi sự đều nhờ vua xử trí. Vua thích lấy hình phạt, chém giết làm uy, thiên hạ sợ tội, muốn giữ bổng lộc, nên không ai dám tận trung. Trên không biết lầm lỗi mà ngày một kiêu ngạo, dưới sợ hãi dối lừa để kiếm chỗ yên mình. Phép nhà Tần một người không được kiêm hai loại phương thuật, không linh nghiệm liền xử chết. Kẻ biết xem sao, xem khí có đến ba trăm người, đều là những người giỏi, song do kiêng sợ, a dua, không dám nói lầm lỗi của vua. Việc trong thiên hạ bất kể lớn nhỏ đều do vua quyết, đến nỗi vua phải dùng thạch (20 cân) để cân văn thư, Ngày đêm có hạn mức, không đủ mức thì không ngơi nghỉ. Người tham quyền thế đến như vậy thì không thể tìm thuốc tiên cho được.”
始皇闻 亡，乃大怒曰：“吾前收天下书不中用者尽去之。悉召文学方术士甚 众，欲以兴太平，方士欲练以求奇药。 今闻韩众去不报，徐市等费以巨万计，终不得 药，徒奸利相告日闻。卢生等吾尊赐之 甚厚，今乃诽谤我，以重吾不德也。诸生在咸阳者，吾使人廉问，或 为訞言以乱黔首。”	Thủy Hoàng hay tin, bèn cả giận nói: “Trước đây ta thư sách trong thiên hạ, sách không dùng được đều bỏ hết. Triệu tập tất cả đám người có văn học, phương thuật rất đông, muốn chấn hưng cơ nghiệp thái bình, để phương sĩ luyện cầu thuốc lạ. Nay nghe tin Hàn Chung bỏ đi không báo, bọn Từ Phất tốn tiền hàng vạn mà rốt vẫn không tìm được thuốc, hằng ngày chỉ nghe thấy chúng tố nhau mưu lợi. Bọn Lư Sinh, ta tôn trọng, ban thưởng rất hậu, nay lại phỉ báng ta, khiến lỗi ta thêm nặng. Bọn Nho sinh ở Hàm Dương, ta sai người tra hỏi, lại có kẻ đơm lời tà mị để làm loạn dân đen.”
始皇闻 之，遣御史逐问，莫服，尽取石旁居人诛之，因燔销其石。	Thủy Hoàng nghe tin, sai Ngự sử truy hỏi, không ai nhận, bèn bắt hết những người sống quanh tảng đá giết đi và nung nát hòn đá.
秋，使者从关东夜过华阴平舒道， 有人持璧遮使者曰：“为吾遗滈池君。”	Mùa thu, sứ giả từ Quan Đông ban đêm đi qua đạo Bình Thư ở Hoa Âm, có người cầm ngọc bích chặn sứ giả nói: “Đưa cho Hạo Trì quân giúp tôi”.
因言曰：“今年祖龙死。”	Nhân đó nói rằng: “Năm nay Tổ long chết.”
使者问其故，因忽 不见，置其璧去。	Sứ giả hỏi duyên do, thoáng chốc không thấy đâu. (Người ấy) để lại ngọc bích mà đi.
始皇默然良久，曰：“山鬼固不 过知一岁事也。”	Thủy Hoàng trầm ngâm hồi lâu, rồi nói: “Ma núi bất quá biết việc trong một năm mà thôi.”
退言曰：“祖龙者，人之先也。”	Thoái triều lại nói rằng: “Tổ long là tổ tiên của người vậy.”
使御府视璧，乃 二十八年行渡江所沈璧也。	Đoạn sai Ngự phủ xem ngọc, mới hay là viên ngọc bích để chìm xuống sông khi vượt Trường Giang năm thứ hai mươi tám vậy.
十一月，行至云梦，望祀虞舜於九疑山。	Tháng Mười một, đi tới Vân Mộng, tế Vọng Ngu Thuấn ở núi Cửu Nghi.
浮江下，观籍柯， 渡海渚。 过丹阳， 至钱唐。 临浙江， 水波恶，乃西 百二十里从狭中渡。 上会稽，祭大禹， 望于南海，而立石刻 颂秦德。	Đi thuyền trên Trường Giang xuôi xuống, xem Tịch Kha, vượt bãi bể.
方士徐市等入海求神药，数岁不得，费 多，恐谴，乃诈曰：“蓬莱药可得，然常为大鲛鱼所苦， 故不得至，原请善射与俱，见则以连弩射之。”	Bọn phương sĩ Từ Phất ra biển tìm thuốc thần, mấy năm không được, tốn kém nhiều, sợ trách phạt, bèn dối trả rằng: “Thuốc ở Bồng Lai có thể lấy, song thường bị con cá giao lớn làm khổ nên không tới được. Xin cho người thiện xạ đi cùng, hễ thấy thì dùng nỏ liên hoàn bắn nó.”
问占梦，博士曰：“水神不可见，以大鱼蛟龙 为候。今上祷祠备谨，而有此恶神，当除去，而善神可致。”	Hỏi Bác sĩ chiêm mộng, Bác sĩ nói: “Thủy thần không thể hiện ra, mà phải lấy cá lớn, giao long thay mình. Nay hoàng thượng cầu cúng đầy đủ, kính cẩn mà vẫn có thứ thần ác này, phải trừ khử nó thì thần thiện mới đến được.”
乃令入 海者赍捕巨鱼具，而自以连弩候大鱼出射之。	Đoạn bèn sai người ra biển mang theo đồ đánh bắt cá lớn, đích thân vua cầm nỏ liên hoàn đợi cá lớn xuất hiện để bắn.
上病益甚，乃为玺书赐公子扶苏曰：“与丧会咸阳而 葬。”	Vua ốm thêm nặng, bèn viết thư đóng ấn ban cho công tử Phù Tô, nói rằng: “Hãy về dự tang, chôn ta ở Hàm Dương”.
百官奏 事如故，宦者辄从辒凉车中可其奏事。	Bá quan tâu việc như cũ, viên quan hoạn từ trong xe ôn lương phê chuẩn lời tâu.
行，遂从井陉抵九原。 会暑，上辒车臭，乃诏从官令车载一石鲍 鱼，以乱其臭。	Đi từ Tỉnh Hình tới Cửu Nguyên, gặp trời nắng, xe bốc mùi thối, bèn sai quan theo hầu cho xe chở một thạch cá ướp muối để làm lẫn mùi thối.
行从直道至咸阳，发丧。	Đi theo đường thẳng tới Hàm Dương, sau đó phát tang.
令匠作机弩 矢，有所穿近者辄射之。	Sai thợ làm máy bắn tên, có kẻ nào đào gần tới thì bắn ra.
丞相臣斯、臣去疾、 御史大夫臣德昧死言：“臣请具刻诏书刻石， 因明白矣。臣昧死请。”	Thừa tướng Tư, Khứ Bệnh, ngự sử đại phu Đức liều chết nói: “Chúng thần xin đem chiếu thư này khắc cả lên bia đá, để cho sáng tỏ. Chúng thần liều chết thỉnh cầu.”
於是二世乃遵用赵高，申法令。	Thế rồi Nhị Thể theo ý của Triệu Cao, nêu rõ pháp lệnh.
乃阴与赵高谋曰：“大臣不服， 官吏尚彊，及诸公子必与我争，为之柰何？”	Lại ngầm bàn với Triệu Cao rằng: “Đại thần không phục, quan lại còn mạnh, các công tử ắt tranh với ta, phải làm thế nào?”
二世曰：“善。”	Nhị Thế nói: “Hay?”
使者曰：“臣不得与 谋，奉书从事。”	Sứ giả nói: “Thần không được bàn bạc, chỉ vâng mang chiếu thư tới hành sự.”
将闾乃仰天大呼天者三，曰：“天乎！吾无 罪！”	Tương Lư bèn ngẩng lên trời, kêu trời ba tiếng lớn, rằng: “Trời ơi! Ta vô tội!”
昆弟三人皆流涕拔剑自杀。	Anh em ba người đều chảy nước mắt, tuốt gươm tự sát.
群臣谏者以为诽谤，大 吏持禄取容，黔首振恐。	Quần thần ai can gián thì bị cho là phỉ báng. Quan to giữ lộc cầu yên, dân đen sợ hãi.
四月，二世还至咸阳，曰：“先帝为咸阳朝廷小，故营阿房宫为 室堂。未就，会上崩，罢其作者，复土 郦山。郦山事大毕，今释阿房宫弗就，则是章先帝举事 过也。”	Tháng Tư, Nhị Thế về tới Hàm Dương, nói rằng: “Tiên đế cho rằng triều đình ở Hàm Dương nhỏ, nên xây cung A Phòng. Cung thất chưa dựng xong, gặp lúc vua băng, liền đình chỉ thợ thuyền, lo đắp đất Ly Sơn. Việc Ly Sơn xong xuôi, nay bỏ cung A Phòng không làm nốt là chứng tỏ việc làm của tiền đế sai lầm.”
当食者多， 度不足，下调 郡县转输菽粟刍藁，皆令自赍粮食，咸阳三百里内不得食 其穀。	Thức ăn cần nhiều nhưng không đủ, bèn hạ lệnh điều quận huyện vận chuyển thóc đậu, cỏ rơm. Lệnh cho ai nấy đều phải tự mang theo lương thực, nội trong ba trăm dặm quanh Hàm Dương không được ăn gạo.
後使者至，上 问，对曰：“群盗，郡守尉方逐捕，今尽得，不足忧。”	Các sứ về sau tới, vua hỏi thì trả lời rằng: “Lũ trộm cắp đang bị quận thú, quận úy đuổi bắt. Nay đã tóm hết, không đáng lo.”
二世大惊，与群臣谋曰：“柰何？”	Nhị Thế cả sợ, bàn với quần thần rằng: “Phải làm thế nào?”
少府章邯曰： “盗已至，众 彊，今发近县不及矣。郦山徒多，请赦之，授兵以击之。”	Thiếu phủ Chương Hàm nói: “Giặc đã đến, đông lại mạnh, nay cất quân ở các huyện gần cũng không kịp rồi. Tội đồ ở Ly Sơn đông, xin tha chúng, trao cho binh khí để đánh giặc.”
赵高说二世曰：“先帝临制天下久，故群臣不敢为非，进邪说。 今陛下富於春秋，初即位，柰何与公卿廷决事？事即有误，示群臣短 也。天子称朕，固不闻声。”	Triệu Cao khuyên Nhị Thế rằng: “Tiên đế cai trị thiên hạ lâu ngày nên quần thần không dám làm bậy, dâng lời xằng. Nay bệ hạ giàu tuổi xuân, mới lên ngôi, làm sao phải cùng công khanh quyết định đại sự trên triều? Xử việc mà sai, tức làm lộ cái sở đoản trước quần thần. Thiên tử xưng là trẫm, vốn không nghe lời của người khác.”
於是二世常居禁中， 与高决诸事。	Thế rồi Nhị Thế thường ở trong cung cấm, cùng Triệu Cao quyết định mọi việc, sau đó công khanh ít khi được triều kiến.
右丞相去 疾、左丞相斯、将军冯劫进谏曰：“关东群盗并起，秦发兵诛击，所 杀亡甚众，然犹不止。盗多，皆以戌漕转作事苦，赋税大也。请且止 阿房宫作者，减省四边戍转。”	Hữu thừa tướng Khứ Tật, Tả thừa tưởng Tư, tướng quân Phùng Kiếp dâng lời can gián nói: “Đám giặc cướp vùng Quan Đông nổi dậy, Tần đem quân đánh dẹp, giết chết rất nhiều, song vẫn không ngừng. Giặc cướp nhiều, đều do việc đi thú, vận chuyển tàu xe, xây dựng khổ sở, thuế phú nặng nề. Xin tạm dừng việc xây cung A Phòng lại, giảm bớt việc đi thú, vận chuyển ở bốn phương.”
