高祖， 沛丰邑中阳里人，姓刘氏， 字季。	Cao tổ là người làng Trung Dương, ấp Phong, huyện Bái, họ Lưu, tên chữ là Quý.
沛公引兵西，遇彭越昌邑， 因与俱攻秦军，战不 利。 还至栗，遇刚武侯， 夺其军，可 四千馀人，并之。	tiến về phía Bái công dẫn quân về phía tây, gặp Bành Việt ở Xương Ấp, nhân cùng đánh quân Tần, song không thắng, về tới đất Lật, gặp Cương Võ hầu, cướp quân của Cương Võ hầu được hơn bốn ngàn người, sáp nhập vào quân mình.
乃以郦食其为广野 君，郦商为将，将陈留兵，与偕攻开封， 开封未拔。	Bái công bên phong Lịch Tự Cơ làm Quảng Dã quân, Lịch Thương làm tướng, cầm quân ở Trần Lưu, cùng đánh Khai Phong, nhưng chưa hạ được.
略南阳郡，南阳 守齮走，保城守宛。	Chiếm quận Nam Dương, quận thú Nam Dương là Nghị bỏ chạy, tới giữ thành Uyển.
其舍人陈 恢曰：“死未晚也。” 乃逾城见沛公，曰：“臣闻足下约，先入咸阳 者王之。今足下留守宛。宛，大郡之都也，连城数十，人民众，积蓄 多，吏人自以为降必死，故皆坚守乘城。 今足下尽日止攻，士死伤者必多；引兵去 宛，宛必随足下後：足下前则失咸阳之约，後又有彊宛之患。为足下 计，莫若约降，封其守，因使止守，引其甲卒与之西。诸城未下者， 闻声争开门而待，足下通行无所累。”	Xá nhân của ông ta là Trần Khôi nói: “Chết hẵng còn sớm”, đoạn bèn treo thành tới gặp Bái công, nói: “Tôi nghe túc hạ có giao ước, ai vào Hàm Dương trước sẽ làm vương. Nay túc hạ ở lại giữ thành Uyển. Thành Uyển là chốn đô hội của cả quận lớn, mấy chục thành liền nhau, dân chúng đông đúc, lương thực dồi dào, quan dân đều nghĩ đầu hàng ắt chết nên quyết lên giữ thành. Nay túc hạ suốt ngày ở đây tấn công, quân sĩ thương vong ít nhiều, Nếu dẫn quân rời Uyển, Uyển ắt đuổi theo túc hạ ở phía sau. Túc hạ phía trước thì lỡ hẹn Hàm Dương, phía sau lại lo quân Uyển mạnh. Tôi nghĩ kế cho tác hạ, chi bằng chiêu hàng, phong thưởng quận thú, nhân sai ở lại giữ thành, rồi đem lính giáp thành Uyển cùng về phía tây. Các thành chưa hạ được sẽ nghe tiếng mà đua nhau mở cửa chờ. Túc hạ đi qua mà không phải nhọc.”
乃以宛守为殷侯，封陈恢千 户。	đoạn cho quận thủ thành Uyển làm Ân hầu, phong cho Trần Khôi một nghìn hộ.
至丹水， 高武侯鰓、 襄侯王陵降西 陵。	Đến Đan Thủy, Cao Võ hầu tên là Tai, Tương hầu Vương Lăng đầu hàng ở Tây Lăng.
还攻 胡阳，遇番君别将梅鋗， 与皆，降析、郦。 遣魏人甯昌使秦，使者未来。	Bái công quay lại đánh Hồ Dương, gặp biệt tướng của Phiên Quân là Mai Quyên, cùng chiêu hàng huyện Tích, Lịch, Bái Công sai người nước Ngụy là Ninh Xương đi sứ nước Tần.
十一月中，项羽果率诸侯兵西，欲入关， 关门闭。	Giữa tháng Mười Một, Hạng Vũ quả nhiên cầm quân chư hầu tiến về Tây, muốn vào ải, cửa ải đóng.
项羽怨怀王不肯令与沛 公俱西入关，而北救赵，後天下约。	Hạng Vũ oán thiêu hủy cung tây, chém giết, Hoài vương không chịu ra lệnh cho cùng Bái công tiến về phía tây vào Quan Trung, mà lại phải lên phía bắc cứu Triệu, khiến lỡ giao ước với thiên hạ.
正月， 项羽自立为西楚霸王，王梁、楚地九郡，都彭城。	Tháng Giêng, Hạng Vũ tự lập làm Tây Sở bá vương, cai trị đất Lương và chín quận đất Sở, đóng đô ở Bình Thành.
广不听，臧荼攻杀之无终。	Quảng không nghe, bị Tang Đồ đánh và giết ở Vô Chung.
四月，兵罢戏下，诸 侯各就国。	Tháng Tư, rút quân theo lệnh, chư hầu ai nấy về nước.
田荣怒，因自立为齐王，杀田都而反楚；予 彭越将军印，令反梁地。	Điền Vinh nổi giận, bèn tự lập làm Tề vương, giết Điền Đô rồi phản lại quân Sở; trao cho Bành Việt ấn tướng quân, lệnh cho trở về đất Lương.
楚令萧公角击彭越，彭越大破之。	Sở lệnh cho Tiêu Công Giốc đánh Bình Việt, Bành Việt đại phá quân Giốc.
迎赵王歇於代，复立为赵 王。	Trần Dư đón Triệu vương Yết ở đất Đại, lập lại làm Triệu vương.
二年，汉王东略地，塞王欣、翟王翳、河南王申阳皆降。	Năm thứ hai, Hán vương tiến về phía đông chiếm đất, Tái vương Hân, Địch vương Ế, Hà Nam vương Thân Dương đều hàng.
於是置陇西、北地、上郡、渭南、 河上、中地郡； 关外置河南郡。	Thế rồi đặt các quận Lũng Tây, Bắc Địa, Thượng Quận, Vị Nam, Hà Thượng, Trung Địa; ngoài Quan Trung thì đặt quận Hà Nam.
更立 韩太尉信为韩王。	Đổi lập Thái úy nước Hàn là Tín làm Hàn vương.
缮治河上塞。 诸故秦苑囿园池，皆令 人得田之，正月，虏雍王弟章平。	Sửa chữa vùng đất hiểm yếu ven Hoàng Hà, vườn tược ao đầm của Tần trước kia đều cho người dân được cày cấy. Tháng Giêng, bắt em của Ung vương là thương Bình.
汉王之出关至陕，抚关外父老，还，张耳来见，汉王厚遇之。	Hán vương rời khỏi Quan Trung tới huyện Thiểm, vỗ về phụ lão ngoài Quan Trung, trở về, Trương Nhĩ tới gặp, Hán vương đối đãi hậu trọng.
二月，令除秦社稷，更立汉社稷。	Tháng Hai, lệnh phế bỏ đàn xã tắc của nhà Tần, đổi lập đàn xã tắc của nhà Hán.
三月，汉王从临晋渡，魏王豹将兵从。	Tháng Ba, Hán vương từ Lâm Tấn vượt sông, Ngụy vương Báo đem quân theo.
下河内，虏殷王，置河内 郡。	Đánh hạ Hà Nội, bắt Ân vương, đặt quận Hà Nội.
新城 三老董公遮说汉 王 以义帝死故。	Tam lão ở Tân Thành là Đổng Công ngăn Hán vương lại, kể duyên do cái chết của Nghĩa đế.
齐皆降楚。	Khắp nước Tề đều đầu hàng Sở.
楚因焚烧其城郭，系虏其子女。	Sở thừa thể thiêu hủy thành quách, bắt trai gái nước Tề.
田荣弟横立荣子广为齐王，齐王反楚城阳。	Em Điền Vinh là Hoành lập con Vinh là Quảng làm Tề vương, Tề vương phản Sở ở Thành Dương.
汉王以故得劫五诸侯兵，遂入彭城。	Hán vương vì vậy ép được quân của năm nước chư hầu, bèn tiến vào Bành Thành.
塞王欣亡入楚。	Tái vương Hân trốn vào đất Sở.
汉王乃西过梁地，至虞。 使谒者随何之九江王布所，曰：“公能令布举兵叛楚，项羽必 留击之。得留数月，吾取天下必矣。”	Hán vương bèn tiến về tây, đi qua đất Lương, tới huyện Ngu; sai yết giả Tùy Hà tới chỗ Cửu Giang vương Bố, nói rằng: “Ông có thể khiến Bố cất quân phản Sở, Hạng Vũ ắt ở lại đánh. Hắn ở lại vài tháng, tôi ắt lấy được thiên hạ.”
是时九江王布与龙且战，不胜，与随何间行归汉。	Bấy giờ Cửu Giang vương Bố cùng Long Thư giao chiến, không thắng, cùng Tùy Hà đi đường nhỏ tới quy phụ Hán.
汉王使郦生说 豹，豹不听。	Hán vương sai Lịch Sinh khuyên Báo, Báo không nghe.
其明 年，立张耳为赵王。	Sang năm sau, lập Trương Nhĩ làm Triệu vương.
汉王患之，乃用 陈平之计，予陈平金四万斤，以间疏楚君臣。	Hán vương lo lắng, bèn dùng kế của Trần Bình, trao cho Trần Bình bốn vạn cân vàng, để ly gián vua tôi nhà Sở.
将 军纪信乃乘王驾，诈为汉王，诳楚，楚皆呼万岁，之城东观，以故汉 王得与数十骑出西门遁。	Tướng quân Kỷ Tín bèn ngồi xe vua, giả làm Hán vương, lừa Sở, quân Sở đều hộ vạn tuế, đến phía đông thành xem, bởi vậy Hán vương mới cùng mấy mươi kỵ binh ra được khỏi cửa tây chạy trốn.
汉王坚壁不与战。	Hán vương cố thủ không giao chiến.
汉王听 其计，使卢绾、刘贾将卒二 万人，骑数百，渡白马津，入楚 地，与彭越复击破楚军燕郭西，遂 复下梁地十馀城。	Hán vương nghe kế của ông ta, sai Lư Oản, Lưu Giả cầm hai vạn quân, mấy trăm kỵ binh, vượt bến Bạch Mã, vào đất Sở, lại cùng Bành Việt đánh phá quân Sở ở phía tây thành Yên, sau đó lại hạ mười mấy thành ở đất Lương.
韩信与战，骑将灌婴击，大破楚 军，杀龙且。	Hàn Tín giao chiến, kỵ tướng Quán Anh ra đánh, đại phá quân Sở, giết Long Thư.
当此时，彭越将兵居梁地，往来苦楚 兵，绝其粮食。	Lúc bấy giờ, Bành Việt cầm quân đóng ở đất Lương, liên tục quấy quân Sở, cắt đứt lương thực của Sở.
四年，项羽乃谓海春侯大司马曹咎曰：“谨守成皋。若汉挑战， 慎勿与战，无令得东而已。我十五日必定梁 地，复从将军。”	Năm thứ tư, Hạng Vũ bèn nói với Hải Xuân hầu Đại tư mã Tào Cữu rằng: “Cẩn thận giữ Thành Cao. Nếu Hán khiêu chiến, chớ có giao chiến, không để chúng tiến về đông là được. Mười lăm ngày nữa ta ắt dẹp được đất Lương, rồi quay về cùng tưởng quân.”
韩信已破齐，使人言曰：“齐边楚， 权轻，不为假王，恐不能安齐。”	Hàn Tín phá quân Tề xong, sai người nói với Hán vương rằng: “Tề cạnh Sở, thế lực mỏng, không đặt vua tạm, sợ không thể giữ yên nước Tề.”
韩信不听。	Hàn Tín không nghe.
汉王数项羽曰：“始与项羽俱 受命怀王，曰先入定关中者王之，项羽负约，王我於 蜀汉，罪一。秦项羽矫杀卿子冠军而自尊，罪二。 项羽已救 赵，当还报，而擅劫诸侯兵入关，罪三。怀王约入秦无暴掠，项羽烧 秦宫室，掘始皇帝冢，私收其财物，罪四。又彊杀秦降王子婴，罪 五。诈阬秦子弟新安二十万，王其将，罪六。项羽皆王诸将善地， 而徙逐故主，令臣下争叛 逆，罪七。项羽出逐义帝彭城，自都之，夺韩王地，并王梁楚，多自 予，罪八。项羽使人阴弑义帝江南，罪九。夫为人臣而弑其主，杀已 降，为政不平，主约不信，天下所不容，大逆无道，罪十也。吾以义 兵从诸侯诛残贼，使刑馀罪人击杀项羽，何苦乃与公挑战！”	Hán vương kể tội Hạng Vũ nói: “Lúc đầu cùng Hạng Vũ nhận lệnh của Hoài vương, bảo rằng ai vào định được Quan Trung trước thì làm vương đất ấy, Hạng Vũ bội ước, cho ta làm vương ở Thục – Hán, ấy là tội thứ nhất. Hạng Vũ giả mệnh vua giết Khanh Tử Quán Quân rồi suy tôn mình, ấy là tội thứ hai. Hạng Vũ cứu Triệu xong phải về bẩm báo, lại tự ý ép quân chư hầu vào Quan Trung, ấy là tội thứ ba. Hoài vương giao ước vào Tần không được bạo hành, cướp bóc, Hạng Vũ lại đốt cung thất của Tần, đào mả Thủy Hoàng đế, vơ vét của nả cho mình, ấy là tội thứ tư. Lại còn cưỡng giết vua Tần đã đầu hàng là Tử Anh, ấy là tội thứ năm. Dối trá chôn sống hai mươi vạn con em nhà Tần ở Tân An, phong vương cho tướng Tần, ấy là tội thứ sáu. Hạng Vũ phong vương cho các tướng đều ở đất tốt, song lại đày chủ cũ, khiến bọn bề tôi đua nhau phản nghịch, ấy là tội thứ bảy. Hạng Vũ đuổi Nghĩa đế ra khỏi Bành Thành để mình đóng đô, cướp đất của Hàn vương, thôn tính Lương – Sở, mở đất cho mình, ấy là tội thứ tám. Hạng Vũ sai người ngầm giết Nghĩa để ở Giang Nam, ấy là tội thứ chín. Ôi làm tôi mà giết chúa, sát hại kẻ đầu hàng, cai trị bất công, giao ước bất tín, thiên hạ không dung, đại nghịch vô đạo, ấy là tội thứ mười. Ta dấy nghĩa binh, dẫn chư hầu, giết giặc bạo, sai tội phạm từng chịu nhục hình là có thể đánh giết được ngươi, ta việc gì phải khổ khiêu chiến với ngươi!”
当此时，彭越将兵居梁地，往来苦楚兵，绝其粮食。	trúng ngón Vào lúc bấy giờ, Bành Việt cầm quân đóng ở đất Lương, nhiều lần qua lại làm nhọc quân Sở, cắt đứt lương thực của họ.
汉王复入壁，深堑而守之。	Hán vương lại rút vào lũy, đào hào sâu cố thủ.
及刘贾入楚地，围寿春，汉王败固 陵，乃使使者召大司马周殷举九江兵而迎 武王，行屠城父， 随刘贾、齐梁诸侯皆大会垓下。 立武王布为 淮南王。	Kịp khi Lưu Giả vào đất Sở, vây Thọ Xuân, Hán vương thua ở Cố Lăng, bèn sai sứ giả vời Đại tư mã Chu Ân cất quận Cửu Giang đón Võ vương. Trên đường diệt Thành Phủ, cùng Lưu Giả và chư hầu Tề, Lương họp lớn ở Cai Hạ, lập Võ vương Kình Bố làm Hoài Nam vương.
五年，高祖与诸侯兵共击楚军，与项羽决胜垓下。	Năm thứ năm, Cao tử và quân chư hầu cùng đánh quân Sở, quyết chiến với Hạng Vũ ở Cai Hạ.
淮阴侯将三十 万自当之，孔将军居左，费将军居右，皇帝在後，绛侯、柴将军在皇 帝後。	Hoài Âm hầu cầm ba mươi vạn quân chặn riêng một phía. Khổng tướng quân ở bên trái, Phí tướng quân ở bên phải, hoàng đế ở phía sau. Giáng hầu, Sài tướng quân ở sau hoàng đế.
孔将军、费将军纵， 楚兵不利，淮阴侯复乘之， 大败垓下。	Khổng tướng quân, Phí tướng quân xông lên, quân Sở bất lợi, Hoài Âm hầu lại thừa thế đánh đại bại quân Sở ở Cai Hạ.
项羽卒闻汉军之楚歌， 以为汉尽得楚地，项羽乃败而走，是以兵大败。	Quân Hạng Vũ nghe quân Hán hát bài ca Sở, ngỡ Hán đã chiếm hết đất Sở, Hạng Vũ liền thua chạy, bởi vậy quân Sở đại bại.
群臣皆曰：“大王 起微细，诛暴逆，平定四海，有功者辄裂地而封为王侯。大王不尊 号，皆疑不信。臣等以死守之。”	Quần thần đều nói: “Đại vương xuất thân hàn vi, giết bạo ngược, bình định bốn bể, ai có công thì được cắt đất mà phong làm vương hầu. Đại vương không nhận tín hiệu, mọi người đều ngờ vực không tin. Chúng thần liều chết giữ điều này.”
齐王韩信习楚风俗，徙为楚王，都下邳。	Tề vương Hàn Tín quen phong tục Sở, đổi làm Sở vương, đóng đô ở Hạ Bì.
淮南王布、燕王臧 荼、赵王敖皆如故。	Hoài Nam vương Bố, Yên vương Tang Đô, Triệu vương Ngao đều được như cũ.
故临江王驩 为项羽叛汉，令卢绾、刘贾围之，不下。	Lâm Giang vương Hoan trước đây theo Hạng Vũ phản Hán, nay sai Lư Oản, Lưu Giả bao vây, không hạ được.
十月，燕王臧荼反，攻下代地。	Tháng Mười, Yên vương Tang Đồ làm phản, đánh hạ đất Đại.
使丞相哙将兵攻代。	Phái thừa tướng Phàn Khoái cầm quân đánh đất Đại.
高 祖至雒阳，举通侯籍召之，而利几 恐，故反。	Cao tổ tới Lạc Dương, cầm sổ liệt hầu vời tới, Lợi Cơ lo sợ, nên làm phản.
用陈平计，乃伪游云梦，会诸侯於 陈，楚王信迎，即因执之。	Bèn dùng kế của Trần Bình, vờ tuần du Vân Mộng, họp chư hầu ở Trần, Sở vương Tín tới đón, nhân đó bắt ngay.
子肥 为齐王，王七十馀城，民能齐言者皆属齐。	Con là Phì làm Tề vương, trị hơn bảy mươi thành, dân biết tiếng Tề đều cho thuộc Tề.
会天寒，士卒堕指 者什二三，遂至平城。	Gặp trời rét, binh lính cứ mười người thì có hai, ba người rụng ngón tay. Thế rồi tới Bình Thành.
立兄刘仲为代王。	Lập anh là Lưu Trọng làm Đại vương.
代 王刘仲弃国亡，自归雒阳，废以为合阳侯。	Đại vương Lưu Trọng bỏ nước chạy trốn, quay về Lạc Dương, bị phế làm Hợp Dương hầu.
九年，赵相贯高等事发觉，夷三族。	Năm thứ chín, việc mưu sát của đám thừa tướng Quán Cao nước Triệu bị phát giác, tru di tam tộc.
废赵王敖为宣平侯。	Phế Triệu vương Ngao làm Tuyên Bình hầu.
十年十月，淮南王黥布、梁王彭越、燕王卢绾、荆王刘贾、楚王 刘交、齐王刘肥、长沙王吴芮皆来朝长乐宫。	Tháng Mười năm thứ mười, Hoài Nam vương Kình Bố, Lương Vương Bành Việt, Yên vương Lư Oản, Kinh vương Lưu Giả, Sở vương Lưu Giao, Tề vương Lưu Phì, Trường Sa vương Ngô Nhuế đều tới chầu ở cung Trường Lạc.
上 曰：“豨尝为吾使，甚有信。代地吾所急也，故封豨为列侯， 以相国守代，今乃与王黄等劫掠代 地！代地吏民非有罪也。其赦代吏民。”	Vua nói: “Hy từng làm sứ cho ta, rất đáng tin. Đất Đại quan trọng với ta, nên ta phong Hy làm liệt hầu, chức tướng quốc để giữ đất Đại. Nay lại cùng bọn Vương Hoàng cướp bóc đất Đại. Quan dân đất Đại không có tội thì tha cho họ.”
十二年，十月，高祖已击布军会甀， 布走，令别将追之。	Năm thứ mười hai, tháng Mười, Cao tổ đánh xong quân của Kình Bố ở Hội Trụy. Kình Bố bỏ chạy, Cao tổ sai biệt tướng truy kích.
樊哙别将兵定代，斩陈豨当城。	Phàn Khoái cầm một nhánh quân dẹp yên đất Đại, chém Trần Hy ở Đường Thành.
赦代地吏民为陈豨、赵利所 劫掠者，皆赦之。	Tha hết cho quan dân đất Đại bị Trần Hy, Triệu Lợi bức ép.
二月， 使樊哙、周勃将兵击燕王绾，赦燕吏民与反者。	Tháng Hai, sai Phàn Khoái, Chu Bột đem quân đánh Yên vương Oản. Tha cho quan dân đất Yên làm phản.
郦将军往见审食 其，曰：“吾闻帝已崩，四日不发丧，欲诛诸将。诚如此，天下危 矣。陈平、灌婴将十万守荥阳，樊哙、周勃将二十万定燕、代，此闻 帝崩，诸将皆诛，必连兵还乡以攻关中。大臣内叛，诸侯外反，亡可 翘足而待也。”	Lịch tướng quân tới gặp Thẩm Tự Cơ nói: “Ta nghe nói vua đã băng, bốn ngày không báo tang, muốn giết các tướng. Quả thực như vậy thì thiên hạ nguy rồi. Trần Bình, Quán Anh cầm mười vạn quân giữ Huỳnh Dương; Phàn Khoái, Chu Bột cầm hai mươi vạn quân dẹp yên đất Yên, đất Đại. Nay nghe tin vua băng, các tướng đều bị giết, ắt sẽ liên thủ về đánh Quan Trung. Đại thần phản trong, chư hầu phản ngoài, họa diệt vong có thể kiễng chân mà đợi.”
命雍齿守 丰，引兵之薛。	Bái công lệnh cho Ung Xỉ giữ ấp Phong, mình thì đem quân tới đất Tiết.
从项梁月馀，项羽已拔襄城 还。	Bái công theo dạng Lương hơn một tháng, Hạng Vũ đã hạ được Tương Thành trở về.
居数月，北攻亢父，救东阿， 破秦军。	Trải mấy tháng, Hạng Lương lên phía bắc đánh Cang Phủ, cứu Đông A, phá quân Tần.
楚军去 而攻定陶，定陶未下。	Quân Sở bỏ đi, đánh Định Đào. Định Đào chưa hạ được.
项梁再破秦军，有骄色。 宋义 谏，不听。	Hạng Lương lại đánh vỡ quân Tần, có vẻ kiêu ngạo, Tống Nghĩa can, không nghe.
秦益章邯兵，夜衔枚击项梁， 大破之定陶，项梁死。	Tần điều thêm quân của Chương Hàm, đương đêm ngậm tăm đánh Hạng Lương, đại phá quân Sở ở Định Đào. Hạng Lương chết.
吕臣军彭城东，项羽军彭城西，沛公军砀。	Lã Thần đóng quân ở phía đông Bành Thành, Hạng Vũ đóng quân ở phía tây Bành Thành, Bái công đóng quân ở huyện Đường.
卒不许项羽，而遣沛公西略地，收陈王、项梁散卒。 乃 道砀至成阳，与杠里 秦军夹壁，破二军。	Cuối cùng, Hoài vương không chấp thuận Hạng Vũ mà cắt cử Bái công. Bái công đi về phía tây chiếm đất, thu nhặt tàn quân của Trần vương và Hạng Lương, rồi đi từ huyện Đường tới Thành Dương, đối lũy với quân Tần ở hai huyện Giang, Lý, đánh vỡ hai toán quân Tần.
与魏将皇欣、魏申徒武蒲之军 并攻昌邑，昌邑未拔。	Cùng quân của tướng Ngụy là Hoàng Hân, Thân đồ Võ Bồ người nước Ngụy hợp sức đánh Xương Ấp, tây, đi qua Cao nhưng chưa hạ được.
杨熊走之荥 阳，二世使使者斩以徇。	Dương Hùng chạy đến Huỳnh Dương, Nhị Thế sai sứ giả tới chém đầu thị chúng.
当是时，赵别将司马卬方欲渡河入关，沛公乃北攻平阴， 绝河津。 南，战雒阳东，军不利，还至 阳城，收军中马骑，与南阳守齮 战犨东，破之。	Lúc bấy giờ, biệt tướng của Triệu là Tư Mã Ngang đang muốn vượt Hoàng Hà vào Quan Trung, Bái công bèn lên phía bắc đánh Bình Âm, cắt đứt bến sông Hoàng Hà, rồi lại xuống phía nam đánh ở phía đông Lạc Dương, song không thắng, quay về Dương Thành, gom kỵ binh trong quân, giao chiến cùng quận thú Nam Dương, tên là Nghị ở phía đông huyện Xu, đại phá quân Tần.
是时 章邯已以军降项羽於赵矣。	Sứ giả chưa quay về thì bây giờ Chương Hàm đã đem quân đầu hàng Hạng Vũ ở nước Triệu.
初，项羽与宋义北救赵，及项羽杀宋义，代为上将军，诸将黥布 皆属，破秦将王离军，降章邯，诸侯皆附。	Ban đầu, Hạng Vũ cùng Tống Nghĩa lên phía bắc cứu Triệu, kịp khi Hạng Vũ giết Tống Nghĩa, thay Tống Nghĩa làm Thượng tướng quân, thì các tướng như bọn Kình Bố đều quy phụ. Hạng Vũ đánh bại quân của tướng Tần là Vương Ly, khiến Chương Hàm đầu hàng, chư hầu đều theo về.
闻沛公已定关中，大怒，使黥布等攻破函谷关。	Nghe nói Bái Công đã bình định Quan Trung liền cả giận, sai bọn Kình Bố đánh phá ải Hàm Cốc.
亚父劝项羽击沛公。	Á phụ khuyên Hạng Vũ đánh Bại công.
方飨 士，旦日合战。	Liền khao quân sĩ, sớm hôm sau hội chiến.
是时项羽兵四十万，号百万。	Bấy giờ quân Hạng Vũ có bốn mươi vạn, kêu là trăm vạn.
会项伯欲活张良，夜往见良，因以文谕项羽， 项羽乃止。	Đúng lúc Hạng Bá muốn cứu Trương Lương, đang đêm tới gặp Lương, nhân đó dùng lời lẽ khuyên Hạng Vũ, Hạng Vũ mới thôi.
项羽遂西，屠烧咸阳秦宫室，所过无不残破。	Hạng Vũ bèn tiến về phía thất nhà Tần ở Hàm Dương, đi tới đâu tàn phá tới đó.
项羽使人还报怀王。	Hạng Vũ sai người về báo với Hoài vương.
三分关中，立秦三将：章邯为雍王， 都废丘；司马欣为塞王， 都栎阳；董翳为翟 王，都 高奴。	Chia ba vùng Quan Trung, lập ba tướng của Tần: Chương Hàm làm Ung vương, đóng đô ở Phế Khưu; Tư Mã Hân làm Tái vương, đóng đô ở Lịch Dương, Đồng Ế làm Địch vương, đóng đô ở Cao Nố.
楚将瑕丘申阳为河南王， 都洛阳。	Tưởng Sở là Hà Khưu Thân Dương làm Hà Nam vương, đóng đô ở Lạc Dương.
赵将司马卬为殷王， 都 朝歌。	Tướng Triệu là Tư Mã Ngang làm Ân vương, đóng đô ở Triều Ca.
赵王歇徙王代。 赵相张耳为常山王，都襄国。	Triệu vương Yết dời đi cai trị đất Đại Thừa tướng của Triệu là Trương Nhĩ làm Thường Sơn vương, đóng đô ở Tương Quốc.
当阳 君黥布为九江王，都六。	Đường Dương quân Kình Bố làm Cửu Giang vương, đóng đô ở huyện Lục.
番君吴芮为衡山王，都邾。 燕将臧荼为燕王，都蓟。	Phiên quân Ngô Nhuế làm Hành Sơn vương, đóng đô ở huyện Chu. Tướng Yên là Tang Đồ làm Yên vương, đóng đô ở huyện Kế.
故燕王韩广徙王辽 东。	Yên vương trước đây là Hàn Quảng dời đi cai trị Liêu Đông.
项羽出关，使人徙义帝。	Hạng vương ra khỏi Quan Trung, sai người dời Nghĩa đế đi.
项羽怨田 荣，立齐将田都为齐王。	Hạng Vũ oán Điền Vinh, lập tướng Tề là Điền Đô làm Tề vương.
陈馀怨项 羽之弗王己也，令夏说说田荣，请兵击张耳。	Trần Dư oán Hạng Vũ không phong vương cho mình, sai Hạ Duyệt thuyết phục Điền Vinh, xin quân đánh Trương Nhĩ.
项羽大怒，北击齐。	Hạng Vũ cả giận, tiến lên phía bắc đánh Tề.
八月，汉王用韩信之计，从故道还，袭 雍王章邯。	Tháng Tám, Hán vương dùng kế của Hàn Tín, từ huyện Cổ Đạo trở về, đánh úp Ung vương Chương Hàm.
邯迎击汉陈仓，雍兵败，还走；止战好 畤，又复败， 走废丘。	Hàm đón đánh quân Hán ở Trần Thương, nhưng bị thua, rút chạy, dừng lại đánh nhau ở đất Hảo Chỉ, lại thua tiếp, chạy tới Phế Khâu.
汉王遂定雍地。	Hán vương bèn bình định đất Ung.
东至咸阳，引兵围雍王废丘， 而遣诸将略定陇西、北地、上郡。	Tiến về đông tới Hàm Dương, chia quân vây Ung vương ở Phế Khưu, rồi phải các tướng đánh dẹp Lũng Tây, Bắc Địa, Thượng Quận.
韩王昌 不听，使韩信击破之。	Hàn vương Xương không nghe, liền sai Hàn Tín đánh bại y.
南渡平阴津，至雒阳。	Xuống phía nam vượt sông ở bến Bình Âm, tới Lạc Dương.
是时项王北击齐，田荣与战城阳。	Bấy giờ Hạng vương lên phía bắc đánh Tề, Điền Vinh cùng Hạng vương giao chiến ở Thành Dương.
项羽虽闻汉东，既 已连齐兵，欲遂破之而击汉。	Hạng Vũ tuy nghe tin quân Hán về đông, song đã giao chiến với quân Tề, định bụng phá tan Tề rồi đánh Hán.
引水灌废丘，废丘降，章邯自杀。	Dẫn nước đổ vào thành Phế Khưu, Phế Khưu đầu hàng, Chương Hàm tự sát.
汉王稍收士 卒，与诸将及关中卒益出，是以兵大振荥阳，破楚京、索间。	Hán vương dần chiêu mộ binh sĩ, cùng các tướng và quân Quan Trung ồ ạt xuất quan, dấy quân rầm rộ ở Huỳnh Dương, phá tan quân Sở vùng Kinh, Sách.
三年，魏王豹谒归视亲疾，至即绝河津，反为楚。	Năm thứ ba, Ngụy vương Báo xin về thăm cha mẹ ốm, tới nơi liền cắt đứt bến Hoàng Hà, phản lại theo Sở.
汉王遣将军韩信击，大破之，虏豹。	Hán vương phái tướng quân Hàn Tín tới đánh, phá tan, bắt được Báo.
汉王乃令张耳与韩信遂东下井陉击赵，斩陈馀、赵王歇。	Hán vương liền lệnh cho Trương Nhĩ cùng Hàn Tín tiến về đông hạ thành Tỉnh Kính, đánh Triệu, chém Trần Dư, Triệu vương Yết.
汉王军荥阳南，筑甬道 属之河，以取敖仓。 与项羽相距岁馀。	Hán vương đóng quân ở phía nam Huỳnh Dương, cho xây đường ống nối đến Hoàng Hà, để lấy lương thực ở Ngao Thương, chống cự với Hạng Vũ hơn một năm.
汉王请和，割荥阳以西者为汉。	Hán vương xin hòa, cắt vùng Huỳnh Dương trở về phía tây thuộc Hán.
令御史大夫周苛、魏豹、枞公守荥阳。	Lệnh cho Ngự sử đại phu Chu Hà, Ngụy Báo, Tung Công giữ Huỳnh Dương.
汉王之出荥阳入关，收兵欲复东。	Hán vương ra khỏi Huỳnh Dương tiến vào Quan Trung, liền chiêu binh hòng trở lại miền đông.
袁生说汉王曰：“汉与楚相距 荥阳数岁，汉常困。原君王出武关，项羽必引兵南走，王深壁，令荥 阳成皋间且得休。使韩信等辑河北赵地，连燕齐，君王乃复走荥阳， 未晚也。如此，则楚所备者多，力分，汉得休，复与之战，破楚必 矣。”	Viên Sinh khuyên Hán vương: “Hán và Sở giằng co ở Huỳnh Dương mấy năm, Hán thường khốn đốn. Mong quân vương xuất quân ở Võ Quan, Hạng Vũ ắt đem quân xuống phía nam, vương cố thủ, cho quân vùng Huỳnh Dương, Thành Cao được tạm ngơi. Lại sai đám Hàn Tín vỗ về đất Triệu ở phía bắc Hoàng Hà, liên hợp với Yên, Tề. Quân vương khi ấy quay lại Huỳnh Dương cũng chưa muộn. Như vậy thì Sở phải phòng bị nhiều, binh lực phân tán, Hán được nghỉ ngơi, rồi lại cùng giao chiến, ắt phá được Sở vậy.”
