ID,Image Box,Chinese Ocr,Chinese Txt,vntext,vntran
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_038_015,"[[454, 146], [496, 145], [505, 2005], [461, 2006]]",還沒辦呢再過三二年老太太便一開言那再是無不准的了大家正說話只見隆兒又來了說老爺有事是件機密大事要遣二爺往平,"還業造素遮遣浆通遼意, 沒汉没浸设投汊漫汲段, 辦辨非擗推辯游招排州, 呢呃明昵泥苑妮坭呪咙, 再冉苒爯用甫南市百耳, 過渦通调遇遍遥堝逼猧, 三二王一正日曰@五且, 二三一工國=国主元地, 年羊牟正平车甲凖三军, 老考佬者狫栳光姥咾滮, 太大呔汰女木本*人火, 太大人呔木汰天女肽犬, 便使度厦更食價售伊侵, 一二_-八人亠三十@, 開第廃屏闭關用閞鬨南, 言官信吉宫書首害富自, 那郡浙都邦承哪部永邪, 再苒珥爯耳丙冉西雨两, 是基般量差世提長果足, 無舞撫知兵嫵氣共细橆, 不下小万木水茶子才了, 准淮凖準唯谁冷堆渔净, 的臷褋觍俷鞶ポ雑, 了丁子字J丫37V可, 大天太六犬人方文火木, 家國实宣冢字塚經宗寧, 正证止在亚王工上庄玉, 說説設设論識許讲就盖, 話誘话語活訐恬諉訏請, 只三织氏天共乐尺东兴, 見昆恩早界兄晃见显甩, 隆降峰修際堅陽坚𠾐险, 兒現臾明界汽用兜思與, 又摩汉习风凡月日八文, 來来东率卒交密末木齋, 了丁子字下@7不十可, 說説銳覬说誐諌諱設䜟, 老考光走者佬栳狫戋孝, 爺萧嵛釜金齑希备市窬, 有育商省南消浦者青滴, 事市寧亭軍凖审再高串, 是基差果星县長足居品, 件伴体华年牛作住侔休, 機桃棋楼樅栈樾樓樊棧, 密雷客窗富審窖窑害蜜, 大天人太火入木方六文, 事享亭專亨寧裏車箏倳, 要婯娶耍平嬰瓔更妻蘡, 遣道造逍谴遺遗追逭進, 二三一工州示五车國、, 爺斧希耷爷籥夅奙斊崙, 往住谷荏徃准注佳维行, 平不亚經千至牙王开酒",,
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_038_016,"[[400, 143], [445, 142], [451, 2005], [405, 2006]]",安州去不過三五日就起身來回得十五六天的工夫今日不能來了請老奶奶早和二姨究定了那件事明日备來好做定奔說着帶了,"安宏灾妄实宠女要耍交, 州洲川烟师渊刺则情外, 去云玄法会吉宏丢尝芸, 不下木万小水本石冰矛, 過调遥墙渦堝酒语瑪造, 三二五王彡彐兰一马@, 五王玉三苏互主工丑万, 日曰白目自归旧伯旦百, 就說㠇店僦勍脫斺虩, 起赶超迎赵耗地赴迦耙, 身岛鸟舟鳥烏自房海島, 來来交休水未求环卒爽, 回国國同网厨团园域囤, 得待锝律碍嬃稈很徨徥, 十一+干士千三八中之, 五王玉主万下天三正工, 六云大穴广方宍天卞玄, 天夫夭关灭大庆沃宋矢, 的约迒礐逿俷鋊鞶, 工丁江土王二下TI正, 夫央失大去快共天决关, 今会金念吟余A令全冷, 日甘曰时井材目进旺住, 不水下矛木小万子茶示, 能龍館懴馆俳毷戧毻詰, 來来交夾爽家木求卒未, 了丁子丫工十厅耳下ア, 請諸请讀諦清情萧諳淸, 老者光考港卷孝米渚❋, 奶娜姗妍好姸姆妈研册, 奶好圾切如屷仍妮媚扔, 早里车草耳卑三平果眼, 和啝利雨初知淑湘湃种, 二三一工國上州主出=, 姨婕娻姊銕婋桋峓媿嫝, 究兒宽兖克見竞完宪阅, 定足淀走庭從旋戻之疋, 了丁子丫7@十工可ア, 那哪邦郡鄂邪鄕鄉永服, 件伴体仲华吽休性作牛, 事享高亭喜车率辛花畜, 明眀羽甲䎳用玥旫昀旴, 日曰目月甘口园合国时, 备爺希釜箭条萧都杀务, 來来密交东亦爽文菜率, 好妤虸奸耔怒妇杍妈奵, 做傲倣儆尚微働似世尙, 定淀足宅宇运洋岸埞烢, 奔奪李车挛孪等年樂爱, 說説旣院皖洗份誠諒貌, 着萧若著清养者淆行精, 帶滯带勞榮苧㗣梏墆營, 了丁7工子百十字1@",,
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_038_017,"[[344, 143], [387, 142], [392, 2006], [348, 2007]]",與兒也回去了這裏尤二姐命掩了門早睡下了馨問他妹子一夜至次日午後賈璉方來了尤二姐因勸他說旣有正事何必忙忙又來,"與興典舆奥颐英贸兴牌, 兒完見克党兑竞兄免皃, 也地池北驰他论花七业, 回国口河囘包國囙面@, 去法云玄共夫丢会吉告, 了丁子字学7丫百道?, 這道信逭馆京这谊遠凉, 裏裹宴廈夏袤裛要寰襄, 尤光尢无元允优龙朮宠, 二三一工國十、八=六, 姐妲妇姸姆相姫妦泪姻, 命合侖金哈倫会公甸品, 掩醃揷俺捕崦唵施淹埯, 了子丁丫字将十可ア游, 門鬥用明問朋間西所朗, 早旱卓草耳年司平三车, 睡聯歷唾無脸聴晒晚埵, 下不正天玉吓卞万T百, 了丁子丫ア可刀十之字, 馨服旅般聲智舉投都罄, 問間商閣啓閤悶既牌門, 他地化仙佛池施她驰佗, 妹妺娕味姀枺媒娡婃昧, 子于字孑宇了等手号予, 一二三1八-司）]，, 夜彼莜孩技筱有宿後疲, 至全不车系牵军洷平室, 次坎女攻茨玖灰欢友亥, 日曰目口时甘阿区月回, 午牛年十车本千二生不, 後役俊從徽微径移侵徵, 賈賣買要頁覽價寶責質, 璉琏摙漣瑓嗹琎璮鏈瑋, 方万市力分有六冇才亢, 來来密交求水木本束京, 了丁子字工可@V道一, 尤朮光术允犬尢龙优, 二三一工國=州@五不, 姐妲娌泪婵姆爼妦相明, 因天囚大丟田国去洇丢, 勸勤鹳歡勌靿勵勱勑鸜, 他地池化仙施她色驰纯, 說説覬諛觀銳帨貌診論, 旣既新師航即就舰邮玩, 有育宥行右友冇存斉打, 正止市店下站花工而北, 事亭享箏串亨車丰筝高, 何阿向河伺珂柯仅訶行, 必心咇义泌祕苾柲佖宓, 忙悦心堂恬杧快忭北忋, 忙灶虻烃忋牤忓杧怪忏, 又叉文名风汉习國子經, 來来卒經东密京率東杰",,
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_038_018,"[[290, 140], [334, 139], [336, 2002], [292, 2003]]",千萬別爲我誤事賈璉道也沒什麽事只是偏偏的又出來了一件遠差出了月兒就起身得半月工夫維來尤二姐道旣如此你只管放,"千平手牛子丰车开羊于, 萬寓菖莴萭葛歶莒蔼蓠, 別别冽刷列剐引剧房刚, 爲為無意行念寫同合冩, 我利稅秩程租者理若科, 誤娛鋘謁洖譔謾禩悞误, 事寧軍享爭市*亭零筝, 賈贾費質賣買暨要覽贸, 璉琎球琏玻键璃叇健珅, 道這遒遣通适造達遵適, 也地世花比他妆池业北, 沒没歿浸浴波渡沼酒浚, 什仁代件化仟仕仙仲休, 麽麻麼糜魔摩际磨廉縻, 事享亭寧箏裏亳倳篳亯, 只共日巳兴兵品织以長, 是基量足提@走湜臰長, 偏遍徧惼編鎘猵揙僞諞, 偏遍徧備鎘傭猵惼匾倫, 的衄直別𤧛绫级蠃砺珊, 又风文汉网叉区八习阿, 出串生步事光由岇山比, 來来家东未末求交衆聚, 了丁子@不字v丫ア下, 一二冖三（八同十人-, 件伴侔侏吽佛华汼什牛, 遠遺逮這溒還逺速斌媴, 差若羞着基菱美蓁羑姜, 出当串米鹊生半幽步品, 了丁子7丫字Jア『@, 月用万习周刀丹戶日同, 兒免鬼兄妃兔見纪皃完, 就勍耕新說㠇@市僦, 起赴赵想赶匙恕迦忠越, 身鸟好具舟島野期房岛, 得福待停锝徧碍編彿渠, 半平华尘车全牛李伞十, 月万用戶丹周同闩习日, 工二土丁王江十主士干, 夫头天关失大共去決未, 維纔綏給紛紙畿新綿總, 來来求水永卒爽京未冰, 尤龙尢术朮无光允犬, 二三一工品主=：、州, 姐妲妇如相奴娌泪娘姆, 道遒適遵通馗酒遭增逍, 旣既新訝讶說部伢沃铄, 如和加知妇匆始红好奶, 此业北政典比弗些琨止, 你称狝弥迩祢价作休保, 只共兴貝京尺兵织职口, 管營菅营笮答警瞥笞訾, 放族於旅成攷旇攽旂旗","- Có việc gì đâu, chỉ sắp đi xa một chuyến. Sang đầu tháng sau anh đi, phải chừng nửa tháng mới về được.","Giả Liễn nói rằng không có việc gì, chỉ là sắp phải đi xa một chuyến, khoảng nửa tháng mới về."
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_038_019,"[[237, 2000], [239, 139], [281, 140], [280, 2002]]",心前去這裏一應不用你惦記三妹妹他從不會朝更菜改的他已擇定了人你只要依他就是了賈璉忙問是睢二姐笑道道人此刻不,"心小必沁中之八公山忐, 前煎剪丽削俞的崩萌蓟, 去云玄法宏丢会共厺芸, 這追道逭達遣遠造信馆, 裏裹裏要奧事襄嘉禀宴, 一二三十）八1（)-, 應旗庶膴熙麒燕顧飓戁, 不下万太大丕飞木X十, 用朋厢月川思周甩明期, 你休保称作价伱狝仰您, 惦犗店恬轄帖惟忙话, 記配纪誌託能詰宫忋紀, 三二一正旦五年足王车, 妹姝娕妺媒姊婡嫁婇竦, 妹姝妺殊姀味銖嫁婃娕, 他地仙池化驰施阤抛融, 從徙縱得後徒嵸縫缝徥, 不木下水十小本万子大, 會合会舍食金㑹台曾自, 朝潮期明報執蕲嘲軔韩, 更便吏哽重頁夏浭要挭, 菜暮茶幕募基草林慕囍, 改妀故政安敬致攺面, 的𪫮臷ポ逿顪㘘, 他池地驰施化彵訑龜弛, 已巳己日三品e曰二兄, 擇槔釋舉檡譯择澤提攖, 定淀足走炭岌旋宗庭從, 了丁子下工@孒7十万, 人入天/久大X民太又, 你作称狝您保价弥伤迩, 只尺兴日巳尸共月兵贝, 要項平乎㙘喓娶楆頊, 依饻饭旅佑馆做仿放饺, 他地池仙彵牠做吔忚俄, 就新說店市思用京扄親, 是基差星歷疌湜萣臰昰, 了子丁字十7？学下予, 賈買質賣寳覽票費贾所, 璉琏摙瑋褳璮漣瑓鏈理, 忙忋牤悦杧怪虻忏恾此, 問間商周尚閣門冏阁明, 是基差皇昃提量臰星@, 睢誰维唯推維雅雍離稚, 二三一工=國州主經@, 姐妲相泪爼组組娸殂租, 笑竿芙笇𦬞美昊笄奖宎, 道逍逋適遒通這趙馗遺, 道這追滨嵿逭消演镇销, 人大太入火木天友有K, 此业比弗典鼎止造站山, 刻列亥家刿劾剜匆㓟宛, 不万下小木办环茶示厅","Dì Ba vẫn là người không hay thay đổi ý định. Dì ấy đã chọn được rồi, cậu cứ nghe theo dì ấy là được.","Nàng cứ yên tâm, việc này không cần phải lo lắng. Tam muội muội đã quyết định rồi, nàng cứ thuận theo ý muội ấy là được."
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_038_020,"[[185, 2003], [186, 140], [228, 142], [225, 2005]]",在道裏不知多早晚纔來呢也難爲他的眼力他自己說了狺人一年不來他等一年十年不來等十年若道人死了再不來了他情願剃,"在有布庄衣住夜花往荏, 道這遠追達逭遣连馆造, 裏要美菓事票聖更興兴, 不水木下小万术子茶了, 知和如却钿缸卸品短馹, 多乡移麥參哆参够梦步, 早草车卓旱苹阜耳园同, 晚晩浼輓娩㝃挽免梚俛, 纔縷維綏縐纓綢繪継縭, 來来交末未夾文爽密求, 呢妮昵呪泥狔坭柅咙呃, 也地七花龙她兹協抱他, 難雌雖婎推难雜维維雄, 爲為篇寫念篙穩冩意僞, 他化地池仙陁阤佗彵所, 的约約豹纳所钓妁舶函, 眼限取眠银哏职明賬根, 力刀为方九办万勿打大, 他仙池危地化⿔彵甩佛, 自白目日有由台口妇向, 己已二巳一三云乙弓记, 說説謀誐論設訴諱说諌, 了丁子十字@下工百7, 狺疽馆信痕有揎抱宿拒, 人大入天太/八民久儿, 一二三1十亠八工〇@, 年羊车军单牟革华正英, 不下水木小万茶冰子本, 來来家水求木菜乘未交, 他地池彵仙施化色陁危, 等竿竽䒭手笺筈簿筀￥, 一二-八人1_（，國, 年牟午平羊甲軍正每三, 十一干士+平中八千于, 年正羊凖华军平軍乍车, 不木下万小水家才冰术, 來来交家未东素求亦本, 等华箏牛筝警竿竽挣争, 十士一土卡千干亠七中, 年羊甲正手单丰凖毛平, 若波荅花經薩茶茗共地, 道這逍追造连適鏑消達, 人入/大太春天^久八, 死苑列歼西夘外或砘州, 了子丁十字@丫下ア不, 再爯百苒耳丙更雨兩馬, 不下万水木子小矛大茶, 來来水求素密冰东爽乘, 了丁子道不字可下?@, 他仙池地化勉危色阤牠, 情惰清精淸睛惜请恄恬, 願厢順頤顧顯履顛顺颐, 剃制剌汽刺荆闾调蜩阁",,
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_038_021,"[[131, 2003], [133, 140], [179, 142], [178, 2005]]",了頭當姑子去吃常齋念佛再不嫁人賈璉問到底是誰這樣動他的心二姐兒笑道說來話長五年前我們老娘家做生日媽媽和我們,"了丁丫十才宁子守寸中, 頭顕顯顗頸顫顛颐頤照, 當富常言宫福自蔔高公, 姑始站如姞姡結店贴坫, 子了字孑孓于予手十学, 去法云玄共宏丢会吉夫, 吃呓屹吹呛犵吟呁吆呤, 常當富营席第学寓堂宮, 齋齊齎杰察來来香齏办, 念金食余令含全合今氽, 佛伟狒伤保信侥拂伊优, 再百苒耳爯雨禹西两丏, 不环坏下木外杯林小万, 嫁婾妳塚婉娽妺榢嬣婃, 人入/大久天八乂朲从, 賈票買贾要價賣粟覃頁, 璉瑋琏琎璩漣瑇璃璹球, 問間商冏門尚同周间尙, 到倒刭剉致郅至刲剄封, 底展民宾庭房疷廊厨麻, 是提般足@疑惡果長臰, 誰睢論詐維雍離訛詮誑, 這追信道游抗逭㾓疗遠, 樣様棣檨槏样漾梯欉槺, 動勤助勒动勳场新财易, 他地施佛化池拖危陁仙, 的约約妁日鴟所菂皞酌, 心之必小北合始福代受, 二三一工州五=國、十, 姐相如妲泪用娌祖姻殂, 兒見皃完克兄息兑见免, 笑昊芙竿吴𦬞奖关竽笇, 道逍馗遒遵义艏通蓮适, 說説銳稅说諭謝論視帨, 來来密木巫夾交东未水, 話活话銛詰詁餂諸語恬, 長长美姜要平畏辰掁苌, 五王玉工互三主万九土, 年銀银牟羊正每民单甲, 前煎削剪俞湔的商荆蓟, 我利稍栽莪浅洩消現稅, 們門捫鬥假椚鍆们偶俨, 老者考栳佬孝狫姥光走, 娘斏嫝蜋姨頞嬆媍烺妒, 家蒙宗实國象豪字康宇, 做傲俶假微倣尙俊俄尚, 生全佳住牛主坐星苼告, 日曰门口目精装料江月, 媽媀瑪嫣嫻媤孈婤嗎堣, 媽瑪螞榪嫣婤嗎媀碼溤, 和利租私初知啝种扣科, 我利者波租雅非秩疾治, 們鬥何價倜捫佣門傅椚","Nếu người ấy chết đi, thì dì ấy đành cắt tóc đi tu, ăn chay niệm phật, chứ quyết không lấy ai nữa. - Rút cục là ai, làm dì ấy cảm đến thế? - Nói ra thì dài.","Nàng thề rằng sẽ cắt tóc đi tu, ăn chay niệm Phật, chứ quyết không lấy ai khác, nếu người kia không về. Giả Liễn hỏi ai mà khiến nàng động lòng đến thế. Nàng đáp rằng, chuyện dài lắm."
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_038_022,"[[69, 2003], [78, 135], [125, 136], [115, 2005]]",到那裏給老娘拜券他家請了一起頑戲的人也都是好人家子弟裏頭有個裝小生的叫做柳湘蓮如今要是他終嫁舊年聞得這人惹,"到劉剉刭剄冝頸籤對刲, 那郡别永邦哪邪鄕頺形, 裏裹事衷惠集火更夏再, 給给紿紹绐紛綸結治哈, 老孝者专考走港栳光佬, 娘媳斏姐妇媍嫂嫝娸媜, 拜邦廷幷释秤科郏年耗, 券壽淼斋森套寿春者脊, 他仙化地代佛佻池傅仲, 家定宗字宝实宇蒙宋国, 請情淸清请锖精講錆睛, 了丁子J工字万厅十行, 一二三1-十〇~_@, 起赶超赴越都知迦迎耙, 頑潁頭頎頹顧頏顽厢頒, 戲戯鸕艷戱此旣歔@覷, 的妁酌杓所昀约約舶敀, 人入大太天/X久八春, 也地池世他电抱泡屯七, 都部鄱郡鄀者斱鄑鄯𣃈, 是基差甚長提臰昃悬歷, 好虸纡妤耔奸妈仔籽纾, 人入大太天八久木火六, 家國宗国定室尿字成宣, 子字于孑予了手宇等千, 弟第美弚弗笫苐菜英免, 裏裹实袤宴褰真夷事宾, 頭豉顫鲼贘頤或晴鱝鲔, 有南育海商特友市将村, 個锢倘倜假话僴佰侗同, 裝奘髪昜焋娤襲壊踱菠, 小木本朩忄不尒水十生, 生全主星往注住佳坐里, 的逿䔛瓃㘘𪫮顪䧁勮, 叫吣川叱啡呌啤呲叭卟, 做尙仳尚微偈似傲俶假, 柳聊铆枊鉚珋栁䲟䩕抑, 湘厢缃湐緗湖闲酒廂内, 蓮道遵连莲遒地瘅通游, 如妇加知好和妯奴夘匆, 今A企人山令吟公念八, 要娶耍項喓楆娑妻㙘嬰, 是基先品元足量老共昊, 他化地池仙业命佛食和, 終綫絡絲縷緖維緣线然, 嫁家烷熔鎵隸综煫榢粽, 舊蓄薈皙菑萏奮葘萬菖, 年车羊丰手平牟三军正, 聞開闻間閏障闡团問时, 得福待徧徥彿稈德徖行, 這道追遣進逭造遠邅运, 人大入/太天〈亻夫久, 惹煮荐若着蕎者薏莓蕙",,
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_038_023,"[[26, 842], [64, 842], [64, 2009], [26, 2009]]",我說是個什麽人原來是他果然眼力不錯你不知道那柳老二那樣一個標緻人最,"我找现钱珑利线戏秩践, 說設説我就觀銳貌稅脫, 是果基聂匙昌足悬畏灵, 個侗同假倜信伺锢低调, 什件仲伟体付针傳休行, 麽麻威麼國商所房廉城, 人大入八/久天月民具, 原票源所康愿膘厦漂系, 來来密交家东菜州卒环, 是品悬足墨呈基居果@, 他佗伧做危绁倘仳個僮, 果興吳具渠場课栗菓㮾, 然燃烈紫撚闗熊竺汰钛, 眼賬银眠限明服銀联职, 力大方刀九为办女才内, 不下木小万水子十八石, 錯鉗鐵错鍇鑚鐠鐨錨鋯, 你伱休称狝价𠇲珎偷偸, 不下万小木水人示茶本, 知如和灯好行加短幻新, 道蓮遒這進適馗遵逍遊, 那别別邪頺册郡邦哪永, 柳栁枊棿椑桺桞梚槐梆, 老考佬栳咾姥狫恅者茏, 二三一工州國主上五=, 那郡邦邪哪都邢游鄉鹅, 樣様槏棣漾椂櫹機榇檨, 一二十三（-人）八橱, 個侗倜锢制涸佃同调錮, 標摽漂嫖慓煙缥慄幖嘌, 緻级绒纸紙绥缎纖絨线, 人入大木^太八春天凡, 最景量般晨录長昜曼是","Anh cứ tưởng là ai, té ra là hắn! Dì ấy cũng tinh mắt thật!","Ta nói là ai, thì ra là hắn, quả là mắt nhìn người không sai!"
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_039_001,"[[1213, 1953], [1234, 79], [1276, 80], [1256, 1954]]",是冷百冷心的差不多的人他都無情無義他最和寶玉合的來去年因打了薛快子他不好意思見我們的不知那裏去了一向没东聽,"是果長畏提足具局居悬, 冷本浴大次凑吟沟沦决, 百面酒商瘤海直画南喜, 冷净决冲府准海冻本淨, 心忐大必态人之志广応, 的约約豹钓内妁纳为幻, 差美弟洋若着善萧盖道, 不小万木下茶示原水本, 多参老券省移务易勿场, 的约約前钓韵纳妁酌灼, 人大入/月八儿丿久夫, 他仙危做化池色佛龜施, 都者鄱嘟部𣃈鄀郡斱䣜, 無熙知熊僳德酒庶遥供, 情恃特惰清愉悻懤将愫, 無橆酒舞嫵撫舾知興潕, 義羲美载勒朝襲華薨蕘, 他地化仙池陀忚阤施她, 最景量录是鼎品晨昂泰, 和利租种私科程釉知秘, 寶寳窖害容客窗警者賓, 玉王五下主千干工重正, 合台哈吉告心恰同啓洽, 的莳故时敀约绗皚鲋酎, 來来交卒文菜床不木家, 去云玄丢击法会吉共夫, 年军华正每無牟羊企平, 因茵呙闲天园国芮送闼, 打钉扫忊扛行订汀扪扞, 了丁子道字厅7门学丫, 薛薩華藓蔭莊莼藏繭萨, 快献默獃武獻就厭铁猷, 子孑于干字天平十王藏, 他施纯拖地仙沲化屯德, 不下木万小茶水术本大, 好妤妈妇奴如奸妃奶妮, 意京急息悥悹高宣富商, 思恩用想忠惠患忍里馬, 見具息见鳬恩思則县居, 我城利栽栈线義找秩载, 們们何俨俩例佣侧酒俪, 的豹韵时约莳菂钓荊酌, 不下木小水万茶大人飞, 知如和烟钿妇勉加矩短, 那邦郑哪鄂都翔邻挪羱, 裏真裹奧美奥更英菜买, 去云共法宏玄夫安会关, 了子丁丫7字学将不道, 一二~_八三，十-同, 向商白尚询拘同间海南, 没渡漫爱沒度受浸夏浮, 东來木求家水大交本友, 聽菜璃萝德赔剪燕花鸡","Em không biết, chàng trai Liễu này là người rất phong nhã, nhưng bụng rất lạnh nhạt, đối với nhiều người không có tình nghĩa gì cả. Hắn rất hợp tính với Bảo Ngọc. Năm ngoái vì hắn đánh chàng ngốc họ Tiết, ngượng với chúng ta, nên bỏ đi đâu mất, vẫn chưa thấy về.","Hắn là người lạnh lùng, vô tình, không có chút tình nghĩa với ai, chỉ có Bảo Ngọc là hợp tính. Năm ngoái vì đánh Tiết Khoa nên hắn ngại ngùng không dám gặp chúng ta, không biết đã đi đâu mất, đến giờ vẫn chưa thấy về."
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_039_002,"[[1169, 1949], [1187, 79], [1230, 80], [1213, 1950]]",見有人的來了不知是黄是假一問寳玉的小廝們就知道了倘或不來時他是萍蹤浪跡知道幾年纔來号不白躭擱了大事二娘道我,"見见恩息思鬼园居兄月, 有右自准友省首信看育, 人入八/久大儿X从凤, 的美前盖宝就家能新飲, 來交衣菜卒亦来文不萊, 了丁子字可道7丫商宇, 不下木水小环冰万本禾, 知如和加妇命钿勉釉細, 是提般@具故薩見共果, 黄眞真演酒滇填道慎塡, 是長基息悬差提甚果县, 假倾便保徦佣饭做俄缎, 一二三）（)十八司1, 問間門商牌尚间脚聘閣, 寳寶賓赛蜜安锁實簧餐, 玉王主三正压至下天乐, 的约酌时妁菂約旳故灼, 小忄不心个八州水仆十, 廝所戶厮底厥廟麻廊寳, 們假制個鍆椚憫備捫僩, 就勍㠇統祧說視耕@, 知和短矩如郑命叙钿郏, 道遒適适逋遘這邁通遵, 了子丁字下宇十予?7, 倘徜尚俗俏佔绱惝待僑, 或國載域戴動可所惑藏, 不木环下小休茶耳万可, 來来未交卒密东家@求, 時时特晴若勝持脖畤間, 他地化仙池危施彵也忚, 是基足@品長果量提般, 萍洋萃荜莲游泮蓱苹花, 蹤路跳蹬縱踠豵跰歰谈, 浪狼娘埌斏桹琅烺踉淚, 跡跻所㑊跰迹咏蹦洂昹, 知如和妇钿細加细烟勉, 道遺逍首造讃黄直這若, 幾线类戣缁㡬粪蟣緇微, 年三正午军羊耳缶卸丰, 纔线縷縵綫綠緹缘纓終, 來来密交衆率爽卒李樂, 号豈爱壹景豐豊量置登, 不木下小本茶水万个休, 白自台百日曰由有目口, 躭耽助躰財鼎躺期萹聊, 擱撒攖攔攫撊打擑撇擟, 了丁丫子7学可@门字, 大人天汏火太木六十一, 事享亭寧拿寜筝车草争, 二三一工國@匚=上之, 娘始姐媳妲馆妮妃粮奶, 道遒逍酒遵遁首通谐义, 我利租到秩哉载秋俄稍","Có người nói hắn đã về rồi, không biết là thật hay dối, cứ hỏi bọn hầu chú Bảo sẽ biết. Nếu hắn không về, chả hóa ra bèo trôi nước chảy, chờ đợi biết đến bao giờ? Như thế chẳng lỡ mất việc lớn của mình hay sao?","Thấy có người đến, không rõ thực hư thế nào, cứ hỏi bọn tiểu đồng của Bảo Ngọc thì sẽ rõ. Nếu không thấy ai đến, thì khác nào bèo trôi mây dạt, biết đến năm nào mới trở lại, chẳng phải là lỡ dở việc lớn hay sao?"
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_039_003,"[[1121, 1954], [1135, 76], [1178, 78], [1166, 1956]]",們道三丫頭說的出來幹的出來他怎麽說只依他便了二人正說之間只見三姐走來說道姐夫你也不知道我們是什麽人今日和你,"們们門州傅假侗何利代, 道馆達建這逭滨通酒連, 三二五汽王一正足民豆, 丫了子丁m字宇的羊上, 頭明顧顯豆頤日顫顕豉, 說説處現说脫謝銳諒論, 的约呙菂豹約纳明趵屿, 出岳串雷禹忠台告店步, 來夾交来爽木本灰杰水, 幹轮齡乾斡瀚輇澣耠軨, 的约約钓趵豹妁呙旳灼, 出山串步中虫光北业鼎, 來来聚家求菜素未东莱, 他化地仙池业施佛佗危, 怎想恁忢焦怠念息憄信, 麽麻磨摩麼魔廠燕糜痧, 說説覬脫銳说讒視晚訉, 只尺旦日貝尸巳曰共职, 依侬佑旅体饻休饭作做, 他地仙池彵佛抛轴牠倘, 便使更要僳挭埂梗價鞕, 了丁子万7可耳軍国丫, 二一三工國州=学上五, 人大入/太丿八^犬亻, 正止卫立工五亚丘上王, 說説銳识设稅说設就盖, 之文立二三又一元大云, 間問同间閒潤商閏門開, 只共织日巳旦兵尺乐貝, 見兒兄见克恩界兕桌旯, 三二一正曰五日E巨兰, 姐妲娌殂組爼组妞娸蛆, 走未法丰去海定老者志, 來来交卒夾文爽商密东, 說銳論帨饒讒晩諛輗就, 道逍首通遁诮渞適嵿埴, 姐妲组蛆泪坦相娌殂坥, 夫失关大天共去快头扶, 你休称狝保际依作价伱, 也违地中驰业边池毡他, 不下木小万水本大冰子, 知如和馹釦钿細駟勉畑, 道首逍渞造销谐這蝤艏, 我共利理线茂兴北租市, 們倩偶倡情信假伊周伴, 是長@提臰般湜足最果, 什合仟台代升竹仔任份, 麽麻麼际魔摩旺廣城所, 人入大八久/天太X民, 今企吟枔A公合令会汵, 日曰口甘目白旦巳扫书, 和利为租初射禾村科我, 你迩作您狝促称休餘保","- Anh ơi, anh cứ yên tâm, chúng tôi không phải là người nói một đằng làm một nẻo, đã nói thế nào thì làm thế ấy. Từ nay trở đi, tôi ăn chay niệm phật, hầu hạ mẹ già, chờ anh Liễu về đây tôi sẽ lấy; một trăm năm nữa anh ấy không về, thì tôi đành chịu đi tu.","Họ nói, ba cô nương đã nói ra được thì làm được, cứ theo lời cô ấy mà làm thôi. Hai người đang nói chuyện thì thấy cô Ba đi tới, nói: “Anh rể, anh cũng không biết chúng tôi là người thế nào, hôm nay anh cứ theo lời tôi là được.”"
